Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-A4_1_12071.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-B4_1_12072.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-C4_1_12073.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-D4_1_12074.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-E4_1_12075.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-F4_1_12076.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-G4_1_12077.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-H4_1_12078.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-A8_1_12079.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-B8_1_12080.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-C8_1_12081.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-D8_1_12082.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-E8_1_12083.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-F8_1_12084.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-G8_1_12085.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-H8_1_12086.d
Q15435	PP1R7_HUMAN	PPP1R7	Protein phosphatase 1 regulatory subunit 7	1	1		2058						1381.51	2581.68	2654.25		2895.16	3356.18	3125.28	2301.18	2959.62
Q15437;Q15436	SC23A_HUMAN;SC23B_HUMAN	SEC23A;SEC23B	Protein transport protein Sec23A	1	0					1009.65				1442.26		1454.75	1433.71	1235.8	1031.82	792.239	
Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1	12	12	4447.36	3764.15	4511.7	3989.31	4342.2	4019.97	4767.54	4085.25	5374.57	5092.79	5196.67	4807.64	4970.75	5005.06	5415.02	4782.02
Q15545	TAF7_HUMAN	TAF7	Transcription initiation factor TFIID subunit 7	1	1										1696.76		1849.13	1334.83	1630.33	1541.36	
Q15555	MARE2_HUMAN	MAPRE2	Microtubule-associated protein RP/EB family member 2	2	2	1019.14	1152.18		1238.02		1249.98	1121.11		864.787	1023.95		1092.28	1378.1	1171.2	1266.49	1093.91
Q15637	SF01_HUMAN	SF1	Splicing factor 1	5	5	3473.93	2722.38	1938.28	2930.69	2577.14	3055.98	2183.25	2747.37	4425.63	3678.83	4628.95	4229	4359.84	4368.89	4803.01	3844.56
Q15691	MARE1_HUMAN	MAPRE1	Microtubule-associated protein RP/EB family member 1	7	4	3780.4	4660.95	3794.41	3993.81	4235.11	3668.19	3801.11	4084.76	3912.24	4177.94	3316.22	4094.36	3618.95	3555.83	3322.21	4116.68
Q15717	ELAV1_HUMAN	ELAVL1	ELAV-like protein 1	11	10	2063.28	1820.22	1973.71	1962.1	2325.53	2017.87	1964.3	2168.48	2156.56	2306.15	2343.22	1858.43	2095.69	2148.93	2001.8	1980.91
Q15758	AAAT_HUMAN	SLC1A5	Neutral amino acid transporter B(0)	1	1	3243.28	3086.32	2585.66	2183.07	2215.6	3565.89	3158.73	3529.5	3779.71	5245.52	7276.35	2710.37	4059.96	4539.02	4429.02	4704.42
Q15785	TOM34_HUMAN	TOMM34	Mitochondrial import receptor subunit TOM34	2	2	797.313	861.384	814.497		1231.01	900.725		759.696	816.382		1710.24	941.656	1125.77	942.65	1239.58	733.151
Q15833	STXB2_HUMAN	STXBP2	Syntaxin-binding protein 2	3	3	562.789	547.147	705.456	565.857		520.516	548.045		973.587	938.312	765.124	721.692	973.83	798.921	783.133	512.407
Q16181	SEPT7_HUMAN	SEPTIN7	Septin-7	4	3	881.875	767.683	664.03	619.796	511.918	502.264	735.795	733.896	628.742	637.341	604.631	650.238	823.111	616.832	706.536	561.013
Q16186	ADRM1_HUMAN	ADRM1	Proteasomal ubiquitin receptor ADRM1	2	2	1148.38	1412.46	1484.79	1614.35			1548.36	1327.98	2097.35	2238.44	1992.29	2007.74	1476.03	1939.42	2517.45	1589.91
Q16204	CCDC6_HUMAN	CCDC6	Coiled-coil domain-containing protein 6	1	1									1677.08	1429.86	1616.69	1756.78	1235.21	2116.8	1818.08	981.256
Q16222	UAP1_HUMAN	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	7	6	3557.67	3256.86	3346.58	3099.07	3598.28	2918.93	2658.07	2733.36	2523.03	2839.34	2161.81	1844.98	2503.17	2263.38	2425.01	2794.83
Q16401	PSMD5_HUMAN	PSMD5	26S proteasome non-ATPase regulatory subunit 5	3	3	509.683	534.429	400.706	624.03	461.215	560.646	411.857	570.606	565.321	462.156	770.993	597.669	556.431	468.125	513.6	591.146
Q16531	DDB1_HUMAN	DDB1	DNA damage-binding protein 1	5	5	2941.41	3148.65	3262.91	3379.31	3309.28	3276.67	2488.52	2608.7	3569.86	4488.94	3792.14	2477.7	4330.05	4060.5	3580.47	2664.44
Q16543	CDC37_HUMAN	CDC37	Hsp90 co-chaperone Cdc37	5	5	4257.77	6357.59	5618.56	6263.36	5168.29	7210.08	3839.05	5979.06	7006.07	6306.13	7054.25	5152.07	5206.33	6212.92	7461.07	5567.92
Q16576	RBBP7_HUMAN	RBBP7	Histone-binding protein RBBP7	2	2	2082.02	1783.51	1553.01	1718.65	1552.79	1485.75	1960.61	1727.71	1992.58	1829.37	1815.08	2061.53	1719.73	1435.47	2038.46	1349.04
Q16629	SRSF7_HUMAN	SRSF7	Serine/arginine-rich splicing factor 7	7	6	4610.92	4810.79	4515.01	4695.19	4892.23	4159.67	4555.58	3961.97	4827.54	4338.11	4934.43	4505.53	4657.24	5101.32	4960.68	5025.61
Q16630	CPSF6_HUMAN	CPSF6	Cleavage and polyadenylation specificity factor subunit 6	3	3	2267.02	1797.18	1767.79	2772.46	1285.34	2031.83	2830.78	2637.2	3536.99	2594.9	3688.56	3215.75	3358.1	2732.06	2964.33	2625.33
Q16658	FSCN1_HUMAN	FSCN1	Fascin	15	15	3575.64	3172.73	3612.68	3196.23	4062.57	3242.74	3430.62	3651.4	4049.86	4363.61	3977.4	4606.19	4273.58	4011.27	4509.5	4063.8
Q16698	DECR_HUMAN	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	6	6	1290.15		1293.83	967.748	989.985	985.371	963.401	1110.01	1068.82	899.151	1028.81	885.773	1048.85	1385.02	1016.6	1165.69
Q16718	NDUA5_HUMAN	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	2	2	1226.32			1212.39	1770.73	1921.15	1856.95	1677.69	1601.78	1773.34	1866.73	1727.57	1412.96	1810.02	1842.33	2054.28
Q16740	CLPP_HUMAN	CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	1	1											620.453				744.666	
Q16836	HCDH_HUMAN	HADH	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	2	2	762.615		804.888	1335.91	1135.35	768.972	1158.06	827.604	1006	745.711	712.111	821.958	892.934	856.71	904.771	662.356
Q16851	UGPA_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	5	4	795.089	1758.37	1552.36	785.755	796.612	1433.16	1486.2	1219.87	1512.23	1430.12	1561.02	1434.16	1605.32	1553.12	939.156	1049.5
Q16864	VATF_HUMAN	ATP6V1F	V-type proton ATPase subunit F	1	1	349.025	802.169	696.291				769.768	797.614	825.882	699.745	1160.57	750.817	678.352	843.691	807.578	840.971
Q16881	TRXR1_HUMAN	TXNRD1	Thioredoxin reductase 1, cytoplasmic	8	8	2148.7	2040.11	2037.11	2186.68	2173.12	2069.72	2297.63	2264.14	3710.87	3760.24	3260.23	3318.35	3493.54	3403.85	3421.91	2701.51
Q16890	TPD53_HUMAN	TPD52L1	Tumor protein D53	2	2	2788.99	2401.85	3334.02	2395.68	2316.58	2294.14	1811.89	2807.69	5115.85	5804.84	5517.98	5271.48	4271.25	4963.71	5308.28	4127.94
Q16891	MIC60_HUMAN	IMMT	MICOS complex subunit MIC60	14	14	2382.4	2521.61	2505.96	2350.35	1902.05	1932.69	2407.48	2346.04	2234.2	2222.15	2269.59	2083.81	2372.88	2249.32	2026.85	2136.16
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	6	6	1974.95	1276.03	1846.95	1422.32	1670.73	1278.49	1867.35	1316.16	2021.84	1756.28	2115.4	1753.63	1685.52	1578.44	1818.54	1611.56
Q2M7R5	YIBT_ECOLI	yibT	Uncharacterized protein YibT	1	1			311.611						942.54	794.251	421.44	726.042	555.601	578.009	790.91	426.712
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	3	3	1192.69	801.436	1694.92	970.598	1253.08	956.671	958.553	1119.82	967.351		1159.49	1066.47	785.6	1054.93	1495.8	804.815
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	1	1	749.26					352.494			1014.43	826.286	1222.77	809.372	1083.17	639.825	653.414	712.121
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	3	2	610.805			620.492	625.424		647.468		773.976		690.49	634.524	564.832	819.412	880.244	568.266
Q3E754	RS21B_YEAST	RPS21B	Small ribosomal subunit protein eS21B	3	1	3466.25	3288.03	2995.86	3049.3	3273.61	3651.52	3363.57	3234.07	1507.35	1769.95	1635.79	1402.97	1737.07	1898.59	1671.73	1557.25
Q3E792	RS25A_YEAST	RPS25A	Small ribosomal subunit protein eS25A	1	1	1297.61	1188.22	1203.89	1096.51	1391.86	1837.39	1109.89	1717.41	784.493	454.794	773.893	701.809		680.921		577.794
Q3E7Z5	YI002_YEAST	YIL002W-A	Uncharacterized protein YIL002W-A	1	1				394.317	1128.6		1142.57	1321.65	344.802	284.17			435.363			486.984
Q3E841	YN034_YEAST	YNR034W-A	Uncharacterized protein YNR034W-A	1	1	632.834		762.517	1157.92	882.749	805.083		880.737							194.645	
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	2	2		1798.46	1358.45	1885.99	2635.56	3371.97	1777.44	1875.55	2808.68	1613.01	3083.36	2174.1	2098.17	3552.76	2706.63	2235.43
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	1	1	1862.04		755.697	1166.92	1302.82			948.2	818.52	574.692				608.102	142.013	570.819
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	2	2	1100.47	895.132	1256.67	1203.03	1411.49	1411.63	1186.11	1187.81	847.326		898.048	904.716	719.414	601.313	578.618	954.581
Q46856	YQHD_ECOLI	yqhD	NADPH-dependent aldehyde reductase YqhD	3	3		1064.29	1001.87	1299.73	1268.56	1345.78	1349.65	814.197	3031.78	2029.39	2718.08	2831.58	2873.27	2311.62	2714.22	2743.19
Q46857	DKGA_ECOLI	dkgA	Methylglyoxal reductase DkgA	4	4				689.215		953.895	692.517	589.948	1532.9	1292.38	1051.03	774.9	1103.99	1132.56	1378.75	1244.69
Q46868	UBIK_ECOLI	ubiK	Ubiquinone biosynthesis accessory factor UbiK	3	3		1539.7	781.526		1586.8	1002.94	914.314	766.886	4057.66	5099.2	5364.61	3772.38	5914.73	4471.07	5325.98	5164.73
Q46948	YAJL_ECOLI	yajL	Protein/nucleic acid deglycase 3	1	1										366.646	829.708				474.071	
Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23	2	2	528.677	671.021	570.132	761.068		757.174	643.751	901.221		538.582	508.245	666.861	384.045		796.673	622.068
Q52LJ0	FA98B_HUMAN	FAM98B	tRNA-splicing ligase complex subunit FAM98B	1	1		807.037							977.635	1461.6	1200.64	1471.04	892.945	1199.57		
Q53GS9	UBP39_HUMAN	USP39	Ubiquitin carboxyl-terminal hydrolase 39	2	2	5011.63	3145.82	4510.22	4845.29	3669.01	5124.73	4477.69	4183.79	5309.45	4801.76	4146.24	4527.48	4589.42	4466.64	4177.32	4921.28
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	2	2		470.757	756.788			656.223		733.024		726.578	879.965	689.317	969.166		782.552	771.046
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	3	1	9324	11661.1	11573.8	11535.5	7157.34	8452.93	8206.98	8647.66	9174.69	10529.9	9701.43	8963.37	8781.3	9415.58	10240.5	8200.22
Q57083	PERR_ECOLI	perR	HTH-type transcriptional regulator PerR	1	1									3403.76							
Q58FF8	H90B2_HUMAN	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	1	1	14074.8	8731.25	12122.6	12975.7	12865.2	10063.7	13323.3	10279.2		9694.48	9116.19	8155.53	9061.68	10219.1	7815.59	9607.34
Q5C9Z4	NOM1_HUMAN	NOM1	Nucleolar MIF4G domain-containing protein 1	1	1	675.709				1415.41	778.925	495.424		586.324			520.686	741.305		589.251	
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	1	1									597.567	737.094	992.094	820.035	672.032	846.021	916.267	
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	2	2		1001.95		1155.23				1305.56	1319.14	1214.23	1104.75	1431.37	1319.19	1337.16	807.503	1311.23
Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog	1	1				675.91			795.381	877.075	784.621		792.555	863.411	819.857	425.126		615.829
Q5JUX0;Q99865;Q9BPZ2;Q9Y657	SPI2A_HUMAN;SPI2B_HUMAN;SPIN1_HUMAN;SPIN3_HUMAN	SPIN1;SPIN2A;SPIN2B;SPIN3	Spindlin-3	1	0	380.826									709.875			471.186		833.704	
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	4	4	550.008	706.782		681.155		1056.84	743.197	523.296	454.587	554.95	666.456	865.877	576.073	589.008	693.447	544.199
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	1	1			981.592	647.509	523.561	1412.33	1263.27	1533.36	1154.44	1278.9		977.529		887.047		771.053
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	2	2			3664.74	4134.25		4281.49	2998.97			1979.13	2815.16	2243.75	2134.56	2375.46	2108.35	3144.02
Q5TAX3	TUT4_HUMAN	TUT4	Terminal uridylyltransferase 4	2	2	906.579									778.411		1037.71				
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1	1	331.027		396.783	620.855	519.506		357.185	234.145		509.423		222.715		763.811	326.675	344.937
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	1	1	2611.52		2346.64		2131.29			2719.67			3053.68	2583.4				
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	1	1			776.287					871.446	627.19				865.732	338.505		531.983
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	1	1	916.24	1462.36			1175.31	820.848	1694.68	1018.21		914.216		1003.76	1193.74	1181.7	685.644	1103.06
Q5VW38	GP107_HUMAN	GPR107	Protein GPR107	1	1	491.387												233.888			
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	1	1					682.308	1106.92			1249.4	705.995		753.255		1041.42		909.638
Q5VY09	IER5_HUMAN	IER5	Immediate early response gene 5 protein	1	1								3599.76			3837.12					
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	2	2	877.158	1540.08	1272.71				1116.92		1325.42	1588.78	1117.8	1479.06	1301.94	1746.7	1308.58	1265.01
Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	1	1		504.191						350.204	426.648			355.284				498.608
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	1	1				1307.38	884.721	1742.84	1512.88	1137.25	1174.9	637.939	1704.61	1320.17	1089.1	1665.45	1515.38	1289.47
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	1	1			1737.8	914.738					2112.38	1971.39	2290.17	1658.1	1995.3	2273.25	1759.28	1176.21
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	4	4	1767.83	1766.95	1859.94	1768.53	1729.17	1736.98	2205.95	2245.74	1879.23	1643.67	1845.34	2094.35	1651.86	1676.79	1905.7	1752.02
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	1	1	446.805			617.79	680.067	596.629	999.262	460.558	378.768		652.264	615.804	841.881		259.864	380.807
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	1	1	439.483	140.044				698.469						271.075				
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	1	1		2272.03			796.465			1130.56			2847.82	2276.23	1931.92	2297.36	2821.22	2216.57
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	1	1					635.899							786.288			1070.91	704.872
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	3	3	5930.3	5859.8	4454.27	5381.27	5557.92	6728.94	5784.68	4599.67	5620.86	5767.2	6478.27	4322.46	6344.9	6379.85	6392.6	7080.18
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	1	1						1280.85					1187.97	1001.09		1046.15		
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	3	3	2053.2	2394.23	2075.37	1666.24	1893.2	2024.36	2057.52	2092.9	2963.11	2234.67	2011.89	2765.14	2454.86	2494.98	2196.61	3029.45
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	11	10	2868.19	2179.9	1983.72	1928.22	1970.23	2002.31	1667.58	1976.19	2460.81	2459.3	2545.47	2699.55	2563.62	2501.95	2649.96	1926.23
Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34	1	1					322.16				805.002	789.943				595.225	617.362	880.366
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	3	3	1245.77	876.985	814.823	784.493	1023.82	1187.15	1031.62	658.985	1003.27	780.099	1282.74	1438.95	570.984	701.896	886.25	880.727
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	2	2	494.495						666.54				523.716	663.166		1059.57	575.318	
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	2	2	1186.21	1353.09	893.628	900.299	740.389	820.804		953.357	1136.11	688.927	801.776	864.299	1218.13		1072.25	903.054
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	1	1			757.779			1167.86			1228.96	799.368	1303.59		898.497	777.661		1460.52
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	1	1	1336.98	1472.77	1361.08	589.605	817.749		1458.99	1579	1714.41	1234.38	1466.31	1425.82	1691.61	1594.6	2036.58	1602.86
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	2	2	1775.34		1559.31		1721.02	1633.47	1498.72		1517.21		2462.48	1638.61	1997.19	1720.02	1780.74	1987.83
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	2	2	1467.06			1908.88		994.682	734.917	1313.5	1057.78	1095.4	1254	1149.82	1559.15	1273.05	1060.79	1691.46
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	26	26	5500.79	5329	5316.32	5841.83	4958.83	5781.27	5369.61	5323.63	5276.65	5059.13	5127.48	5187.18	5403.13	4947.86	5320	5323.29
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	6	6	1728.07	1585.22	1847.91	1821.56	1929.94	1871.2	2157.35	1983.15	2078.73	2261.74	2261.66	2135.05	2052.32	1678.73	2387.44	1954.88
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	2	2	1022.24			908.006	742.038	1118.4		847.126		856.849	959.653	500.664	765.283	936.009	917.818	951.676
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	3	3	796.348	1048.11	1048.21	1256.49	963.7	1137.09	1246.42	622.784	886.649	1008.92	879.652	854.277	1130.95	997.839	579.298	1321.41
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	2	2							251.886		342.524	237.494	240.711	466.348	460.729	347.509	379.645	274.093
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	2	1							982.585	863.878	1221.8	1253.78	989.167	883.631	920.639	1011.68	829.801	880.868
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	2	2							455.097			1141.7						624.712
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	1	1									895.229			721.654		740.461	803.233	842.627
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	2	2	517.879	1067.29			652.814	748.11	602.128	1191.52	570.98	827.195	858.807	776.604	664.306	839.331		950.839
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	1	1		461.715									563.326		288.709	459.446		
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	2	1	634.867	1272.31	584.665		700.824				994.28	878.599		1070.82		977.634	678.011	750.28
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	2	2	2173	2299.33	2535.41	2102.14	1719.63	1769.91	2185.48	2313.05	2238.69	2173.14	2320	2307.51	1973.76	1900.19	2360.11	2414.49
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	1	1				538.099	435.177											
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	3	3	1849.99	1739.67	1850.91	1728.71	2494.64	2140.5	1430.22	2669.74	3782.7	3588.35	2533.26	2855.38	3557.23	3641.61	3236.97	3293.18
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	2	2		616.79	566.608	553.425	385.706	472.256					451.822	559.253		440.306	451.805	449.544
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	3	3	1719.16	1278.5	1795.67	1584.55	1592.45	1512.11	1331.57	1047.75	1163.28	1556.11	1554.08	1101.67	1441.08	1301.27	1292.46	1193.43
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	8	7	1129.96	933.016	1425.08	950.736	1023.05	1508.59	1446.86	1075.58	1217.97	1452.95	1172.54	1133.08	1298.72	1114.64	1240.35	1259.65
Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6	2	2						592.749	712.095		919.226	847.743	907.441	649.36	772.723	390.201	719.9	487.28
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	5	5	1048.53	1045.13	961.361	710.659	1106.21	990.106		872.909	760.038	836.373	1075.42	1241.36	550.056	873.029	849.543	733.908
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	2	1	512.88	250.238	481.836	278.293	348.037		342.238	503.628	217.158	145.683	357.856	167.951	260.289	279.773	256.243	218.557
Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	5	1	144065	151963	130600	139807	133657	123507	160723	140546	162823	138431	139199	144119	162701	137958	163633	135746
Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	3	3	1071.52		658.5		670.194	710.557	658.087	716.296	592.143	933.641	649.87	627.363	649.493	680.764	600.986	
Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	3	3	999.565	918.937	858.75		756.648	638.276	496.234	953.964	1062.42	1055.97	1087.34	883.75	968.11	731.521	793.241	574.967
Q8IXM3	RM41_HUMAN	MRPL41	Large ribosomal subunit protein mL41	1	1		1558.92	1597.17		1001.78			1293.36	1144.26	1290	1395.03	1589.53	1338.15	1240.62	1645.86	
Q8IXT5	RB12B_HUMAN	RBM12B	RNA-binding protein 12B	1	1									215.031			422.153	150.442	354.854		425.836
Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	2	2	656.972	717.344	829.431	690.9	462.308		736.242	726.582	830.857	638.504	625.888	536.399	631.421	900.904	806.465	753.235
Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	2	2	1877.29		1677.85	1270.3	1843.55	1424.55	2184.5	840.533	1402.82	1845.31	1950.79	1608.54	1634.9	1997.83	1809.91	961.648
Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1	1	1									666.121	731.779						
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	3	3	501.655	386.743	687.684	440.046	526.408	582.827	391.89	509.115	527.136	409.934	384.815	617.995	557.841	414.808	448.751	583.568
Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	1	1	949.602		355.192				752.855									719.841
Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	7	7	947.48	1069.88	763.488	743.001	865.433	953.016	903.406	1226.18	895.368	852.56	792.135	823.551	855.345	895.289	842.12	742.011
Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	3	3	931.46	711.318	868.632	1093.59	822.074	908.037	861.807	765.364	773.152	852.91	615.133	773.732	994.511	732.482	670.235	689.893
Q8N257	H2B3B_HUMAN	H2BC26	Histone H2B type 3-B	3	0	42533.9	20199.9	40328.6	37524.3	35319.7	41306.9	41465.2	38604.2	40999.9	44149.7	45056.9	38700.6	40540.9	36299.3	46269.7	38312.5
Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	1	1	1287.54	947.217	1011.69	1152.98	459.31		2044.98	1364.99	966.973	695.046	780.735	713.487	561.583	763.517	779.567	681.353
Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	2	2		731.596	1009.54	742.344	1008.69	895.972	904.556				729.508		942.843	814.591	783.234	799.053
Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	5	5	1278	1489.17	1180.11	1199.94	1021.91	1059.78	1366.5	842.626	1726.27	1404.84	1544.37	1485.1	1546.94	1519.47	1493.94	1429.86
