Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	Homo sapiens	1:Experimental evidence at protein level	Tyrosine--tRNA ligase, mitochondrial	1.0	0.999	4	31	31	31	0	3	0	2	3	2	3	3	1	0	2	3	2	4	1	2	0	3	0	2	3	2	3	3	1	0	2	3	2	4	1	2	0	3	0	2	3	2	3	3	1	0	2	3	2	4	1	2	16516.578	27353.824	25455.027	21782.781	28358.62	30402.781	28952.584	23303.102	15214.332	16784.143	7458.2603	16695.361	17122.555	23690.98	14803.529	18404.674	9060.927	10171.229	11185.6045	12518.615	9435.017	10964.951	9904.93	9006.877	9961.567	11480.403	15317.142	10934.509	11509.319	10810.235	9957.22	12308.774	
sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	Homo sapiens	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 9, mitochondrial	1.0	0.999	6	71	71	71	3	5	4	6	4	4	5	6	3	3	6	5	3	4	4	6	3	5	4	6	4	4	5	6	3	3	6	5	3	4	4	6	3	5	4	6	4	4	5	6	3	3	6	5	3	4	4	6	35707.73	92871.664	71961.51	101610.31	96426.91	76782.164	84761.06	91521.09	49577.566	71436.234	49741.812	79797.83	41477.86	71547.84	100623.19	80477.016	12712.088	20517.861	22235.195	20195.846	20818.777	19695.133	23195.645	20159.572	20496.035	23384.771	27380.703	21464.598	22411.156	21230.828	22827.209	21653.764	
sp|Q9Y312|AAR2_HUMAN	Q9Y312	AAR2_HUMAN	AAR2	384	Homo sapiens	1:Experimental evidence at protein level	Protein AAR2 homolog	1.0	0.999	5	51	51	51	1	4	5	2	4	2	2	1	3	4	5	3	6	3	3	3	1	4	5	2	4	2	2	1	3	4	5	3	6	3	3	3	1	4	5	2	4	2	2	1	3	4	5	3	6	3	3	3	36519.992	63302.55	124474.69	121260.3	157725.25	131103.62	181383.62	15953.934	120108.03	98509.73	138242.22	124157.37	145828.08	138442.48	141012.34	124729.4	46323.957	61683.67	59599.36	63517.31	60743.58	63743.44	73256.84	55603.387	68860.81	58250.164	62187.33	64182.266	67649.44	60646.977	69173.82	73245.89	
sp|Q9Y314|NOSIP_HUMAN	Q9Y314	NOSIP_HUMAN	NOSIP	301	Homo sapiens	1:Experimental evidence at protein level	Nitric oxide synthase-interacting protein	1.0	0.999	12	221	221	221	12	15	17	13	12	13	16	16	11	11	13	14	19	12	14	13	12	15	17	13	12	13	16	16	11	11	13	14	19	12	14	13	12	15	17	13	12	13	16	16	11	11	13	14	19	12	14	13	284248.34	375487.34	369112.94	350265.28	293348.0	294586.28	373635.34	347438.47	298957.1	361146.1	315286.34	340898.53	368048.66	299419.3	356968.22	340940.7	44119.82	50118.34	47701.73	48981.473	48474.21	48322.543	49369.844	48945.535	50622.82	48670.87	50418.715	49565.34	50480.543	48189.785	48157.79	49121.74	
sp|Q9Y316|MEMO1_HUMAN	Q9Y316	MEMO1_HUMAN	MEMO1	297	Homo sapiens	1:Experimental evidence at protein level	Protein MEMO1	1.0	0.999	7	74	74	74	2	3	6	3	4	2	6	4	4	6	7	5	6	5	6	5	2	3	6	3	4	2	6	4	4	6	7	5	6	5	6	5	2	3	6	3	4	2	6	4	4	6	7	5	6	5	6	5	51644.715	74212.125	88538.914	67902.53	55109.65	62189.676	83495.33	86394.66	45350.688	80675.945	87664.336	71802.05	82480.586	70704.04	89740.766	82955.695	16715.443	18047.795	19192.928	18258.096	19636.29	20228.994	17267.49	17957.607	18239.213	18726.516	18323.004	18079.11	18817.342	18785.277	18382.736	18798.17	
sp|Q9Y333|LSM2_HUMAN	Q9Y333	LSM2_HUMAN	LSM2	95	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm2	1.0	0.999	8	205	205	205	9	9	16	14	12	14	15	15	9	15	12	13	13	14	11	14	9	9	16	14	12	14	15	15	9	15	12	13	13	14	11	14	9	9	16	14	12	14	15	15	9	15	12	13	13	14	11	14	258237.39	389113.12	377164.38	420902.1	354815.72	307210.56	347532.34	434045.2	276213.28	392063.56	473160.28	397473.38	402887.03	404455.88	343238.78	366257.06	66588.4	88837.13	88745.68	89500.37	89068.375	90593.79	93776.57	89308.08	82331.47	88375.72	90291.96	88092.19	89076.92	90502.164	88857.164	90479.23	
sp|Q9Y371|SHLB1_HUMAN	Q9Y371	SHLB1_HUMAN	SH3GLB1	365	Homo sapiens	1:Experimental evidence at protein level	Endophilin-B1	1.0	0.999	7	45	45	45	1	2	3	1	4	3	0	3	3	4	4	3	5	3	3	3	1	2	3	1	4	3	0	3	3	4	4	3	5	3	3	3	1	2	3	1	4	3	0	3	3	4	4	3	5	3	3	3	80614.89	94434.875	78743.695	108020.64	100985.72	90848.914	66846.664	104198.016	68592.44	102442.81	88542.28	92087.875	84088.97	107040.945	117901.55	97129.83	16184.063	20701.527	21902.56	22438.963	20691.877	21933.576	21477.207	22032.434	20732.076	20976.44	21776.842	22142.098	20719.047	21141.443	20827.072	21373.848	
sp|Q9Y375|CIA30_HUMAN	Q9Y375	CIA30_HUMAN	NDUFAF1	327	Homo sapiens	1:Experimental evidence at protein level	Complex I intermediate-associated protein 30, mitochondrial	0.9958	0.999	2	8	8	8	0	1	0	0	0	1	0	1	1	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	2	1	0	1	36901.832	30905.191	25050.322	30431.244	30790.65	30985.965	31145.465	8647.887	6615.4546	0.0	6867.3076	6505.0996	6564.627	6366.181	5353.35	6521.057	13788.811	12551.736	13086.544	12960.487	12882.741	13057.691	11549.383	15169.147	11604.084	0.0	12045.856	11410.512	11514.928	11166.837	9390.242	11438.503	
sp|Q9Y376|CAB39_HUMAN	Q9Y376	CAB39_HUMAN	CAB39	341	Homo sapiens	1:Experimental evidence at protein level	Calcium-binding protein 39	1.0	0.999	12	131	117	131	7	8	9	9	5	7	7	10	8	10	8	7	9	9	9	9	7	8	8	7	5	6	6	9	7	9	8	6	8	7	8	8	7	8	9	9	5	7	7	10	8	10	8	7	9	9	9	9	161940.61	160589.31	145083.22	159154.47	166720.8	166843.84	166289.4	176676.75	166226.19	183123.86	163959.14	148646.6	194613.92	144822.8	184966.2	164105.02	32898.234	32411.543	31033.656	32686.164	33046.195	32211.05	32526.002	32877.977	33937.72	32889.59	32298.957	32397.525	34137.902	32602.27	32728.715	32473.137	
sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	Homo sapiens	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 2	1.0	0.999	25	568	477	568	37	37	32	34	36	32	36	35	34	36	40	32	34	37	38	38	32	31	26	27	29	27	31	29	30	29	35	27	28	32	32	32	37	37	32	34	36	32	36	35	34	36	40	32	34	37	38	38	1496941.5	1660273.8	1728177.5	1578587.4	1703216.0	1664845.9	1753774.1	1629461.9	1815998.1	1793419.2	1769490.0	1810778.9	1715890.6	1756858.6	1748021.5	1827023.1	453661.12	447961.12	454844.72	448051.28	448277.44	440530.78	454607.12	432629.7	465357.5	475865.3	466489.6	465905.66	468119.94	480855.97	470546.75	470071.44	
sp|Q9Y388|RBMX2_HUMAN	Q9Y388	RBMX2_HUMAN	RBMX2	322	Homo sapiens	1:Experimental evidence at protein level	RNA-binding motif protein, X-linked 2	0.9996	0.999	2	5	5	5	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0.0	10289.908	0.0	0.0	0.0	0.0	10433.557	0.0	0.0	23675.8	22122.89	31752.7	9820.088	0.0	11479.582	20306.533	0.0	13072.464	0.0	0.0	0.0	0.0	13254.957	0.0	0.0	11656.432	11875.499	13267.506	12475.597	0.0	14583.844	15984.495	
sp|Q9Y399|RT02_HUMAN	Q9Y399	RT02_HUMAN	MRPS2	296	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2m	1.0	0.999	5	12	12	12	2	1	1	2	1	0	2	1	1	1	0	0	0	0	0	0	2	1	1	2	1	0	2	1	1	1	0	0	0	0	0	0	2	1	1	2	1	0	2	1	1	1	0	0	0	0	0	0	45620.297	40754.406	22020.836	22995.434	38352.582	12353.54	27422.414	42694.324	35134.562	52042.01	10974.704	0.0	0.0	42611.08	34420.773	25161.232	16375.455	14391.74	15156.067	15813.759	14723.878	17510.107	14859.349	14507.046	13837.492	14845.404	15145.329	0.0	0.0	14674.609	13699.219	13275.456	
sp|Q9Y3A2|UTP11_HUMAN	Q9Y3A2	UTP11_HUMAN	UTP11	253	Homo sapiens	1:Experimental evidence at protein level	Probable U3 small nucleolar RNA-associated protein 11	0.9987	0.999	2	14	14	14	1	1	1	1	2	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	0	1	1	1	0	1	0	1	1	1	1	28620.2	25954.637	25895.023	21905.86	24017.32	26085.55	21326.266	24189.973	7537.2188	7248.5635	16887.062	18673.227	18279.326	16658.043	7012.599	18789.174	15191.511	14232.702	13836.006	12287.785	13138.046	13780.42	11619.627	13440.87	11758.189	11307.883	10149.026	11349.036	11100.367	10079.319	10939.774	11544.975	
sp|Q9Y3A3|PHOCN_HUMAN	Q9Y3A3	PHOCN_HUMAN	MOB4	225	Homo sapiens	1:Experimental evidence at protein level	MOB-like protein phocein	0.9653	0.999	1	5	5	5	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	13060.196	10936.651	12264.745	10982.497	11710.941	11614.989	11258.608	11202.705	16588.906	14641.941	13654.601	13072.404	14818.58	15203.469	13597.959	15890.222	13060.196	10936.651	12264.745	10982.497	11710.941	11614.989	11258.608	11202.705	16588.906	14641.941	13654.601	13072.404	14818.58	15203.469	13597.959	15890.222	
sp|Q9Y3A4|RRP7A_HUMAN	Q9Y3A4	RRP7A_HUMAN	RRP7A	280	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA-processing protein 7 homolog A	1.0	0.999	6	36	35	36	1	2	3	2	2	3	3	2	2	2	3	2	1	3	2	3	1	2	3	2	2	3	3	2	2	2	3	2	1	2	2	3	1	2	3	2	2	3	3	2	2	2	3	2	1	3	2	3	46375.07	57150.125	59841.812	61490.523	55621.65	43577.918	59546.746	43836.96	6700.642	41286.684	56852.41	53162.65	39860.016	50804.566	45015.375	67051.38	22823.592	20382.14	23174.666	23195.83	20987.086	16596.484	19286.48	21311.715	15721.192	19819.55	22343.168	19119.896	20805.988	20945.832	18432.244	21853.201	
sp|Q9Y3A5|SBDS_HUMAN	Q9Y3A5	SBDS_HUMAN	SBDS	250	Homo sapiens	1:Experimental evidence at protein level	Ribosome maturation protein SBDS	1.0	0.999	16	268	268	268	16	16	20	15	15	18	14	14	16	15	23	19	18	14	17	18	16	16	20	15	15	18	14	14	16	15	23	19	18	14	17	18	16	16	20	15	15	18	14	14	16	15	23	19	18	14	17	18	608652.06	536124.7	582809.8	461343.25	554997.2	689028.75	426010.94	580256.75	574007.2	489831.78	552670.44	847316.94	1014174.5	749046.2	788671.94	918294.3	164955.47	148541.45	152389.73	151820.39	154833.4	153708.75	149020.45	151573.17	152196.9	153163.52	153256.1	150665.38	155189.27	155647.16	149973.61	150040.1	
sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component CSL4	1.0	0.999	8	74	74	74	8	4	3	6	4	6	4	3	5	4	4	5	4	5	5	4	8	4	3	6	4	6	4	3	5	4	4	5	4	5	5	4	8	4	3	6	4	6	4	3	5	4	4	5	4	5	5	4	156903.9	337391.03	119444.125	129461.49	129595.53	140889.7	305006.16	287217.38	119643.414	304329.56	104710.92	108618.5	106117.64	99881.125	107315.19	105133.61	53514.492	54742.25	52177.848	51503.99	52742.652	53921.406	52360.117	51253.016	52830.41	52048.547	53065.645	52641.668	51311.3	50931.67	52287.742	50496.883	
sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 6	1.0	0.999	6	71	71	71	4	5	5	5	6	3	4	4	5	5	5	4	4	5	3	4	4	5	5	5	6	3	4	4	5	5	5	4	4	5	3	4	4	5	5	5	6	3	4	4	5	5	5	4	4	5	3	4	118673.18	144460.2	166892.92	186939.02	187526.73	168355.28	183948.78	197245.06	125242.46	148542.12	196902.19	145325.06	150911.6	152725.25	144775.7	143942.47	41185.125	51075.465	53475.92	53128.812	54936.305	57098.918	55230.043	57669.734	50098.742	48775.7	53126.586	52947.098	54936.633	51565.63	52477.082	52358.734	
sp|Q9Y3B7|RM11_HUMAN	Q9Y3B7	RM11_HUMAN	MRPL11	192	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL11m	1.0	0.999	9	116	116	116	7	5	7	7	9	6	5	6	7	5	9	8	8	8	7	12	7	5	7	7	9	6	5	6	7	5	9	8	8	8	7	12	7	5	7	7	9	6	5	6	7	5	9	8	8	8	7	12	193806.06	167735.72	194208.06	183855.9	187506.78	177559.38	153244.5	202000.95	188046.52	201733.75	197761.44	177761.02	179840.16	294073.44	221884.36	199467.66	43326.863	42688.49	38322.133	38770.844	39968.508	39772.875	39217.92	38920.855	39265.496	41189.258	41433.996	41643.73	42368.812	39439.152	41850.43	40309.203	
sp|Q9Y3B8|ORN_HUMAN	Q9Y3B8	ORN_HUMAN	REXO2	237	Homo sapiens	1:Experimental evidence at protein level	Oligoribonuclease, mitochondrial	1.0	0.999	13	166	166	166	12	9	9	10	10	14	9	8	9	11	13	9	11	11	10	11	12	9	9	10	10	14	9	8	9	11	13	9	11	11	10	11	12	9	9	10	10	14	9	8	9	11	13	9	11	11	10	11	289595.75	255463.44	257952.44	261482.92	283841.28	308456.53	281147.9	235428.94	276515.38	291642.34	330474.5	285227.0	296947.1	249108.22	224514.17	307249.56	57587.25	56653.875	56293.21	55452.344	58830.176	58258.637	57863.11	52383.3	65358.04	61580.26	59653.312	63543.324	60341.875	59622.402	60320.137	62863.844	
sp|Q9Y3B9|RRP15_HUMAN	Q9Y3B9	RRP15_HUMAN	RRP15	282	Homo sapiens	1:Experimental evidence at protein level	RRP15-like protein	1.0	0.999	11	198	198	198	13	11	13	11	13	9	11	16	13	12	15	13	10	11	11	16	13	11	13	11	13	9	11	16	13	12	15	13	10	11	11	16	13	11	13	11	13	9	11	16	13	12	15	13	10	11	11	16	248249.39	254152.75	316934.56	248302.45	252217.4	206315.36	256880.39	252577.03	262697.22	271178.6	262878.03	257262.05	235301.23	221528.95	265924.2	271663.28	49014.027	48336.58	50194.61	47401.863	47936.246	50045.21	48545.348	48082.8	48718.36	49359.395	47720.535	48058.895	49464.227	49220.246	49130.96	48579.793	
sp|Q9Y3C0|WASC3_HUMAN	Q9Y3C0	WASC3_HUMAN	WASHC3	194	Homo sapiens	1:Experimental evidence at protein level	WASH complex subunit 3	0.9655	0.999	1	6	6	6	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0.0	12406.703	9764.589	10523.559	0.0	0.0	0.0	11118.122	9044.857	0.0	9801.814	8932.112	9878.337	8475.18	9195.378	11159.108	0.0	12406.703	9764.589	10523.559	0.0	0.0	0.0	11118.122	9044.857	0.0	9801.814	8932.112	9878.337	8475.18	9195.378	11159.108	
sp|Q9Y3C1|NOP16_HUMAN	Q9Y3C1	NOP16_HUMAN	NOP16	178	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 16	1.0	0.999	8	159	159	159	11	10	11	13	11	11	12	13	7	10	10	9	7	8	9	7	11	10	11	13	11	11	12	13	7	10	10	9	7	8	9	7	11	10	11	13	11	11	12	13	7	10	10	9	7	8	9	7	394109.12	347946.03	404602.38	336866.47	398764.06	323357.4	356777.62	352014.6	421100.44	305587.94	353159.2	363664.56	365961.9	301735.4	349066.6	336005.06	82591.09	75465.14	79152.25	75905.14	77064.15	74397.37	77328.21	75732.18	79385.62	71150.55	76083.45	78114.93	79400.914	75859.69	75659.414	75609.12	
sp|Q9Y3C4|TPRKB_HUMAN	Q9Y3C4	TPRKB_HUMAN	TPRKB	175	Homo sapiens	1:Experimental evidence at protein level	EKC/KEOPS complex subunit TPRKB	1.0	0.999	4	61	61	61	3	4	5	4	4	4	4	4	4	4	2	5	3	2	4	5	3	4	5	4	4	4	4	4	4	4	2	5	3	2	4	5	3	4	5	4	4	4	4	4	4	4	2	5	3	2	4	5	32185.926	50122.047	25304.824	46323.703	46715.867	45262.535	45064.445	53023.203	43896.617	34139.43	39951.1	45428.48	47115.203	45087.32	41064.434	55798.56	14782.464	16839.365	17843.594	17391.43	17003.676	18204.062	20386.723	18379.412	16291.398	15810.688	18343.48	17795.129	17997.902	18782.406	16936.424	19577.092	
sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1_HUMAN	PPIL1	166	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase-like 1	1.0	0.999	2	43	43	43	1	3	2	3	3	3	2	3	4	3	4	2	2	2	3	3	1	3	2	3	3	3	2	3	4	3	4	2	2	2	3	3	1	3	2	3	3	3	2	3	4	3	4	2	2	2	3	3	112280.836	87547.31	113333.79	100103.94	98613.42	107713.836	105028.34	114644.62	95745.5	126315.94	117892.05	114045.734	94353.625	92774.55	94518.2	90275.625	42010.867	32534.402	39056.215	36767.88	36292.24	39409.785	38515.098	36347.99	33572.285	34245.848	34325.45	34577.62	38021.664	36490.703	33375.74	34876.883	
sp|Q9Y3C7|MED31_HUMAN	Q9Y3C7	MED31_HUMAN	MED31	131	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 31	0.9655	0.999	1	16	16	16	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	7495.663	6773.414	6076.505	5107.2144	6390.9897	5846.2583	8295.74	6663.967	7209.035	5600.459	5275.112	6853.7476	6167.3037	5383.8345	0.0	5779.136	7495.663	6773.414	6076.505	5107.2144	6390.9897	5846.2583	8295.74	6663.967	7209.035	5600.459	5275.112	6853.7476	6167.3037	5383.8345	0.0	5779.136	
sp|Q9Y3C8|UFC1_HUMAN	Q9Y3C8	UFC1_HUMAN	UFC1	167	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-fold modifier-conjugating enzyme 1	1.0	0.999	7	33	33	33	0	2	3	2	3	3	1	1	2	3	3	1	1	3	1	4	0	2	3	2	3	3	1	1	2	3	3	1	1	3	1	4	0	2	3	2	3	3	1	1	2	3	3	1	1	3	1	4	19669.324	93698.77	67830.9	90974.84	82880.195	87139.23	14424.655	67569.76	43154.38	61169.566	73266.06	53934.297	68606.695	52954.16	78134.08	89329.92	19240.889	26166.504	27124.459	26610.125	25213.467	25282.375	20321.092	28122.367	29374.982	26611.799	24641.39	27630.043	28480.193	27574.844	26782.29	29540.229	
sp|Q9Y3D0|CIA2B_HUMAN	Q9Y3D0	CIA2B_HUMAN	CIAO2B	163	Homo sapiens	1:Experimental evidence at protein level	Cytosolic iron-sulfur assembly component 2B	0.9999	0.999	2	6	6	6	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	0	27689.73	37787.414	28909.244	39631.367	42488.67	41754.63	37325.582	40554.625	42404.246	41674.875	39840.684	39579.656	32854.875	32983.516	40961.71	42477.26	22800.52	29319.643	28909.244	29315.678	32063.648	29568.477	28259.424	29869.61	31850.027	30912.176	30163.426	28398.93	25107.928	26279.305	29768.951	31089.088	
sp|Q9Y3D3|RT16_HUMAN	Q9Y3D3	RT16_HUMAN	MRPS16	137	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein bS16m	0.9999	0.9989	2	20	20	20	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	30943.465	29078.633	30243.188	24926.043	28381.418	20421.69	24592.61	26370.82	26639.918	25718.738	17281.678	28530.914	26855.17	25719.355	26329.295	24613.451	20203.377	18601.78	19272.178	16164.654	18095.658	20421.69	16164.112	17010.379	16992.096	16365.984	17281.678	18825.262	17695.629	16861.598	17116.85	16137.805	
sp|Q9Y3D5|RT18C_HUMAN	Q9Y3D5	RT18C_HUMAN	MRPS18C	142	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein bS18m	0.9999	0.999	2	21	21	21	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	1	9024.729	26042.492	0.0	8545.426	8803.332	17103.066	14764.916	36788.945	10587.298	8594.307	12876.7295	8781.511	16794.379	18028.77	0.0	8680.114	4405.151	15710.057	0.0	9310.309	9591.3	9874.553	8491.587	21854.484	11534.944	9363.564	17494.512	9567.524	9207.248	10351.486	0.0	9457.053	
sp|Q9Y3D6|FIS1_HUMAN	Q9Y3D6	FIS1_HUMAN	FIS1	152	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial fission 1 protein	1.0	0.999	4	80	80	80	4	5	5	7	5	3	5	7	5	3	7	5	7	5	4	3	4	5	5	7	5	3	5	7	5	3	7	5	7	5	4	3	4	5	5	7	5	3	5	7	5	3	7	5	7	5	4	3	86622.625	110489.84	86507.33	101980.33	105559.72	82701.86	111179.56	113560.305	107616.33	113311.69	107730.53	110076.53	109133.64	108889.73	106266.875	108637.836	45867.496	47493.2	40871.29	45497.15	44890.406	41380.457	47312.086	46825.297	45340.703	48568.496	45467.27	47135.03	46353.707	46255.598	45292.44	46184.71	
sp|Q9Y3D7|TIM16_HUMAN	Q9Y3D7	TIM16_HUMAN	PAM16	125	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM16	1.0	0.999	5	66	66	66	4	3	5	4	4	3	3	4	5	5	5	5	4	4	4	4	4	3	5	4	4	3	3	4	5	5	5	5	4	4	4	4	4	3	5	4	4	3	3	4	5	5	5	5	4	4	4	4	111337.734	75362.27	102319.34	103747.58	108413.41	103408.555	123499.97	76872.67	125690.43	110803.31	138245.4	118603.164	123437.96	111371.39	100913.4	109653.42	43769.254	43062.516	42742.625	43473.418	45241.832	44046.74	47097.547	43498.395	44073.566	46595.49	49782.836	49471.32	47250.01	42775.6	41529.984	45050.664	
sp|Q9Y3D8|KAD6_HUMAN	Q9Y3D8	KAD6_HUMAN	AK6	172	Homo sapiens	1:Experimental evidence at protein level	Adenylate kinase isoenzyme 6	1.0	0.999	6	78	78	78	5	5	6	3	5	4	5	7	4	4	6	6	4	5	3	6	5	5	6	3	5	4	5	7	4	4	6	6	4	5	3	6	5	5	6	3	5	4	5	7	4	4	6	6	4	5	3	6	119371.61	133478.56	140395.11	125845.82	132774.97	128070.95	141160.9	128030.23	137706.8	141164.61	149507.75	146909.83	134607.19	140259.45	132233.42	141824.77	36568.44	41690.28	45433.324	39225.168	40894.344	40335.094	44185.8	41129.082	43966.914	45223.727	46434.664	46643.387	44512.2	44540.375	43768.676	45127.824	
sp|Q9Y3D9|RT23_HUMAN	Q9Y3D9	RT23_HUMAN	MRPS23	190	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS23	1.0	0.999	7	96	96	96	4	5	6	6	7	4	8	5	5	7	7	5	7	6	6	8	4	5	6	6	7	4	8	5	5	7	7	5	7	6	6	8	4	5	6	6	7	4	8	5	5	7	7	5	7	6	6	8	159209.95	127395.49	135186.92	140702.8	150668.75	97088.266	144146.69	146488.4	131040.43	104845.26	130656.32	91672.23	136738.19	124163.9	125892.67	139079.84	36752.35	33336.168	33773.277	33409.58	34490.523	33103.527	33930.312	34080.848	29851.852	29128.627	30659.951	30866.795	31741.385	31842.209	31081.232	32615.137	
sp|Q9Y3E1|HDGR3_HUMAN	Q9Y3E1	HDGR3_HUMAN	HDGFL3	203	Homo sapiens	1:Experimental evidence at protein level	Hepatoma-derived growth factor-related protein 3	0.9999	0.999	5	24	24	82	0	1	2	1	1	1	1	2	1	2	3	2	2	1	2	2	0	1	2	1	1	1	1	2	1	2	3	2	2	1	2	2	2	4	5	4	5	4	6	6	5	6	7	6	6	5	5	6	0.0	32233.602	31371.24	0.0	39338.33	11073.273	41661.71	45106.332	33722.484	0.0	32968.125	32027.621	28651.729	31583.047	30929.977	34443.164	0.0	31395.662	30555.717	0.0	29347.893	36231.83	31383.707	33826.83	32845.84	0.0	32111.09	31195.035	27906.902	30762.018	30125.926	33547.785	
