Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A1_1 Spectral Count	A1_2 Spectral Count	A1_3 Spectral Count	A1_4 Spectral Count	A1_5 Spectral Count	A1_6 Spectral Count	A1_7 Spectral Count	A1_8 Spectral Count	B1_1 Spectral Count	B1_2 Spectral Count	B1_3 Spectral Count	B1_4 Spectral Count	B1_5 Spectral Count	B1_6 Spectral Count	B1_7 Spectral Count	B1_8 Spectral Count	A1_1 Unique Spectral Count	A1_2 Unique Spectral Count	A1_3 Unique Spectral Count	A1_4 Unique Spectral Count	A1_5 Unique Spectral Count	A1_6 Unique Spectral Count	A1_7 Unique Spectral Count	A1_8 Unique Spectral Count	B1_1 Unique Spectral Count	B1_2 Unique Spectral Count	B1_3 Unique Spectral Count	B1_4 Unique Spectral Count	B1_5 Unique Spectral Count	B1_6 Unique Spectral Count	B1_7 Unique Spectral Count	B1_8 Unique Spectral Count	A1_1 Total Spectral Count	A1_2 Total Spectral Count	A1_3 Total Spectral Count	A1_4 Total Spectral Count	A1_5 Total Spectral Count	A1_6 Total Spectral Count	A1_7 Total Spectral Count	A1_8 Total Spectral Count	B1_1 Total Spectral Count	B1_2 Total Spectral Count	B1_3 Total Spectral Count	B1_4 Total Spectral Count	B1_5 Total Spectral Count	B1_6 Total Spectral Count	B1_7 Total Spectral Count	B1_8 Total Spectral Count	A1_1 Intensity	A1_2 Intensity	A1_3 Intensity	A1_4 Intensity	A1_5 Intensity	A1_6 Intensity	A1_7 Intensity	A1_8 Intensity	B1_1 Intensity	B1_2 Intensity	B1_3 Intensity	B1_4 Intensity	B1_5 Intensity	B1_6 Intensity	B1_7 Intensity	B1_8 Intensity	A1_1 MaxLFQ Intensity	A1_2 MaxLFQ Intensity	A1_3 MaxLFQ Intensity	A1_4 MaxLFQ Intensity	A1_5 MaxLFQ Intensity	A1_6 MaxLFQ Intensity	A1_7 MaxLFQ Intensity	A1_8 MaxLFQ Intensity	B1_1 MaxLFQ Intensity	B1_2 MaxLFQ Intensity	B1_3 MaxLFQ Intensity	B1_4 MaxLFQ Intensity	B1_5 MaxLFQ Intensity	B1_6 MaxLFQ Intensity	B1_7 MaxLFQ Intensity	B1_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9BR76|COR1B_HUMAN	Q9BR76	COR1B_HUMAN	CORO1B	489	Homo sapiens	1:Experimental evidence at protein level	Coronin-1B	1.0	0.999	8	43	43	43	2	5	2	2	2	3	1	3	3	4	2	3	3	3	2	3	2	5	2	2	2	3	1	3	3	4	2	3	3	3	2	3	2	5	2	2	2	3	1	3	3	4	2	3	3	3	2	3	62799.453	38605.918	43699.434	33799.152	50026.906	51196.926	25530.434	61689.76	50079.734	65045.242	62229.742	54626.523	47422.953	60616.0	47130.906	63493.59	18522.572	14842.069	17131.828	16714.805	17798.965	17694.482	16947.178	20279.787	16811.082	16980.184	17604.047	17380.75	17314.232	17254.627	17715.436	17208.633	
sp|Q9BRA2|TXD17_HUMAN	Q9BRA2	TXD17_HUMAN	TXNDC17	123	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 17	1.0	0.999	6	113	113	113	6	7	4	5	6	5	9	7	8	9	9	9	7	7	6	9	6	7	4	5	6	5	9	7	8	9	9	9	7	7	6	9	6	7	4	5	6	5	9	7	8	9	9	9	7	7	6	9	75685.89	82638.36	79471.24	77925.81	81173.02	78822.65	82866.58	75919.92	79720.23	82461.95	85710.234	78737.984	81531.06	82215.28	88266.69	83349.766	22776.99	25005.418	23472.457	23258.951	25028.168	24134.81	25076.182	25304.775	23715.64	24611.607	25155.307	25751.74	24763.832	25409.256	27089.734	25009.988	
sp|Q9BRD0|BUD13_HUMAN	Q9BRD0	BUD13_HUMAN	BUD13	619	Homo sapiens	1:Experimental evidence at protein level	BUD13 homolog	0.889	0.9981	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	4564.501	4860.732	5610.333	0.0	0.0	3955.7886	4805.2246	0.0	3890.63	0.0	4386.752	4014.9263	0.0	0.0	0.0	0.0	4564.501	4860.732	5610.333	0.0	0.0	3955.7886	4805.2246	0.0	3890.63	0.0	4386.752	4014.9263	
sp|Q9BRF8|CPPED_HUMAN	Q9BRF8	CPPED_HUMAN	CPPED1	314	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase CPPED1	0.9994	0.9988	2	6	6	6	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	11621.454	11487.682	11229.736	10204.314	12765.068	10780.364	12484.355	11786.182	11095.771	7241.6577	11723.902	6671.924	7018.331	10963.785	8416.855	6316.582	6706.478	6763.564	6602.906	5896.0103	7495.426	6323.883	7313.734	6856.088	6553.7104	7241.6577	6897.984	6671.924	7018.331	6408.3647	8416.855	6316.582	
sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	SDF4	362	Homo sapiens	1:Experimental evidence at protein level	45 kDa calcium-binding protein	0.9996	0.999	2	7	7	7	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	8786.284	14932.635	0.0	8161.847	11129.637	10893.342	0.0	9514.216	15596.177	16835.688	17757.348	15043.894	15041.141	15386.797	17243.197	15012.566	9000.242	7865.5586	0.0	8360.6	11400.659	11158.61	0.0	9745.9	8724.611	9139.14	9741.588	8533.51	7908.8457	8385.69	9572.102	7739.012	
sp|Q9BRL6|SRSF8_HUMAN	Q9BRL6	SRSF8_HUMAN	SRSF8	282	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 8	0.9893	0.999	4	3	3	99	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	4	5	4	6	7	4	9	5	5	6	8	9	7	8	4	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4723.2993	3361.653	3899.4287	2742.439	2963.617	4939.6777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4723.2993	3361.653	3899.4287	2742.439	2963.617	4939.6777	0.0	0.0	
sp|Q9BRP1|PDD2L_HUMAN	Q9BRP1	PDD2L_HUMAN	PDCD2L	358	Homo sapiens	1:Experimental evidence at protein level	uS5 assembly chaperone PDCD2L	0.9998	0.999	2	20	20	20	1	2	2	1	1	1	3	1	1	2	0	1	2	1	1	0	1	2	2	1	1	1	3	1	1	2	0	1	2	1	1	0	1	2	2	1	1	1	3	1	1	2	0	1	2	1	1	0	7370.7227	6065.637	7328.2886	7065.909	7302.716	7134.3086	7827.5396	8034.7593	6762.7856	10395.488	8024.7305	7957.369	6930.804	7763.5093	7336.126	7798.6245	7370.7227	6065.637	7328.2886	7065.909	7302.716	7134.3086	7827.5396	8034.7593	6762.7856	7666.8906	8024.7305	7957.369	6930.804	7763.5093	7336.126	7798.6245	
sp|Q9BRP8|PYM1_HUMAN	Q9BRP8	PYM1_HUMAN	PYM1	204	Homo sapiens	1:Experimental evidence at protein level	Partner of Y14 and mago	1.0	0.999	3	49	49	49	2	4	4	1	2	3	3	1	2	4	4	6	4	3	2	4	2	4	4	1	2	3	3	1	2	4	4	6	4	3	2	4	2	4	4	1	2	3	3	1	2	4	4	6	4	3	2	4	26942.203	11395.178	27301.25	27974.602	26970.42	26868.945	23538.75	27344.34	28427.879	29059.31	26809.512	11339.145	28435.34	26703.24	27751.922	29622.148	11290.479	11395.178	11347.217	11833.572	11494.306	11224.511	9844.512	11387.114	11852.209	12140.199	11198.4375	11339.145	11870.194	11828.443	12306.08	12381.985	
sp|Q9BRQ8|FSP1_HUMAN	Q9BRQ8	FSP1_HUMAN	AIFM2	373	Homo sapiens	1:Experimental evidence at protein level	Ferroptosis suppressor protein 1	0.647	0.9916	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	5603.085	0.0	0.0	0.0	0.0	7504.3213	0.0	0.0	0.0	7429.3643	0.0	0.0	0.0	0.0	0.0	0.0	5603.085	0.0	0.0	0.0	0.0	7504.3213	0.0	0.0	0.0	7429.3643	0.0	0.0	
sp|Q9BRS2|RIOK1_HUMAN	Q9BRS2	RIOK1_HUMAN	RIOK1	568	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase RIO1	0.9986	0.999	2	10	5	10	0	0	0	0	0	1	0	1	0	1	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	2	1	1	1	0	2	0.0	9353.093	7795.9434	0.0	6312.1807	8294.261	7038.0547	2085.4207	8639.067	8339.205	10434.747	11266.859	8326.67	11652.33	1932.4017	8045.1597	0.0	8784.791	7322.2554	0.0	5928.647	7790.2944	6610.4165	6149.6885	8114.1504	7832.508	7416.3647	8027.435	7820.7344	8302.201	5698.4517	7556.329	
sp|Q9BRT2|UQCC2_HUMAN	Q9BRT2	UQCC2_HUMAN	UQCC2	126	Homo sapiens	1:Experimental evidence at protein level	Ubiquinol-cytochrome c reductase complex assembly factor 2	0.7781	0.9956	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4362.7705	5389.9004	5376.331	0.0	6806.27	0.0	0.0	0.0	5058.3477	4455.8604	5753.5776	4414.8022	0.0	4578.3228	2891.63	3324.9387	4362.7705	5389.9004	5376.331	0.0	6806.27	0.0	0.0	0.0	5058.3477	4455.8604	5753.5776	4414.8022	0.0	4578.3228	2891.63	3324.9387	
sp|Q9BRT3|MIEN1_HUMAN	Q9BRT3	MIEN1_HUMAN	MIEN1	115	Homo sapiens	1:Experimental evidence at protein level	Migration and invasion enhancer 1	0.9384	0.999	1	8	8	8	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	48621.125	46850.934	16843.658	46619.402	49212.688	7611.1987	17752.312	46839.754	9985.285	23644.252	14750.761	27060.91	24924.93	26155.09	25758.658	11475.304	48621.125	46850.934	16843.658	46619.402	49212.688	7611.1987	17752.312	46839.754	9985.285	23644.252	14750.761	27060.91	24924.93	26155.09	25758.658	11475.304	
sp|Q9BRT9|SLD5_HUMAN	Q9BRT9	SLD5_HUMAN	GINS4	223	Homo sapiens	1:Experimental evidence at protein level	DNA replication complex GINS protein SLD5	0.9147	0.9986	1	4	4	4	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	8703.029	8189.444	7695.6494	8838.067	9925.824	9815.771	9441.542	10112.025	6638.707	8501.5205	7861.6626	6981.9375	7575.6704	7125.751	6832.8057	8127.3765	8703.029	8189.444	7695.6494	8838.067	9925.824	9815.771	9441.542	10112.025	6638.707	8501.5205	7861.6626	6981.9375	7575.6704	7125.751	6832.8057	8127.3765	
sp|Q9BRX2|PELO_HUMAN	Q9BRX2	PELO_HUMAN	PELO	385	Homo sapiens	1:Experimental evidence at protein level	Protein pelota homolog	1.0	0.999	4	19	19	19	2	1	2	3	0	0	0	1	0	0	2	3	0	1	1	3	2	1	2	3	0	0	0	1	0	0	2	3	0	1	1	3	2	1	2	3	0	0	0	1	0	0	2	3	0	1	1	3	14200.34	15267.726	6995.7974	13021.013	14955.189	16977.889	0.0	9111.24	27601.068	8830.279	18639.066	18942.928	28509.36	16669.176	5840.8877	21911.238	7813.39	8464.773	7633.275	8646.687	8217.712	9325.004	0.0	10323.994	9223.663	4689.823	10165.885	10429.206	9737.717	9116.982	6373.1265	9467.868	
sp|Q9BRX5|PSF3_HUMAN	Q9BRX5	PSF3_HUMAN	GINS3	216	Homo sapiens	1:Experimental evidence at protein level	DNA replication complex GINS protein PSF3	1.0	0.9988	3	11	11	11	0	0	0	0	1	0	1	1	1	1	2	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	2	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	2	1	0	1	1	1	0.0	2351.0093	0.0	0.0	9264.691	0.0	3440.2305	7540.063	2539.795	2816.1826	22242.896	2760.0337	0.0	1746.753	22399.541	2419.9749	0.0	4863.724	0.0	0.0	1421.5043	0.0	7117.0845	1156.8904	5254.2803	5826.066	3175.5957	5709.9062	0.0	3613.6501	3436.8167	5006.399	
sp|Q9BRZ2|TRI56_HUMAN	Q9BRZ2	TRI56_HUMAN	TRIM56	755	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIM56	0.9022	0.9983	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2172.4124	3191.0222	2507.699	3275.3508	2837.2053	2679.8665	1809.6787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2172.4124	3191.0222	2507.699	3275.3508	2837.2053	2679.8665	1809.6787	
sp|Q9BS26|ERP44_HUMAN	Q9BS26	ERP44_HUMAN	ERP44	406	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum resident protein 44	1.0	0.999	10	74	74	91	4	6	4	3	4	4	5	6	3	5	6	4	5	4	6	5	4	6	4	3	4	4	5	6	3	5	6	4	5	4	6	5	6	8	5	4	4	5	6	7	3	6	7	5	7	5	7	6	78276.51	56146.84	56269.23	74516.0	74445.82	78617.78	75235.7	72371.56	74160.29	73789.164	70492.836	72259.445	49878.28	65244.438	63856.668	63285.156	13723.855	13441.085	13010.5	13159.419	13811.168	13847.288	13202.588	12415.541	13002.425	13593.23	12604.644	12860.695	12894.292	13523.172	12166.101	13095.975	
sp|Q9BSC4|NOL10_HUMAN	Q9BSC4	NOL10_HUMAN	NOL10	688	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 10	0.9994	0.999	3	11	10	11	2	1	0	0	0	1	1	0	0	3	1	1	0	0	0	1	2	1	0	0	0	1	1	0	0	2	1	1	0	0	0	1	2	1	0	0	0	1	1	0	0	3	1	1	0	0	0	1	6396.447	29313.068	13527.068	12904.885	10921.567	13058.223	6222.9517	12467.065	5660.0703	19162.037	16699.201	24527.54	20859.83	5623.5913	16920.268	19489.664	10347.05	9004.896	9463.238	8537.3125	6800.6797	8870.44	10066.4	8767.369	9155.869	9482.906	11371.723	9136.727	9768.637	9096.86	7273.7974	9644.127	
sp|Q9BSD7|NTPCR_HUMAN	Q9BSD7	NTPCR_HUMAN	NTPCR	190	Homo sapiens	1:Experimental evidence at protein level	Cancer-related nucleoside-triphosphatase	0.9999	0.999	2	12	12	12	1	0	0	0	0	0	1	1	1	2	1	2	1	1	1	0	1	0	0	0	0	0	1	1	1	2	1	2	1	1	1	0	1	0	0	0	0	0	1	1	1	2	1	2	1	1	1	0	9126.157	0.0	15132.843	10703.719	14441.242	14253.035	7596.011	5210.9326	5930.0513	13021.3125	6224.9546	13757.0	6768.0405	6562.532	6512.2495	5394.892	7772.5645	0.0	7166.835	5227.8203	7556.171	6919.629	6469.3696	6284.458	7151.725	6784.301	7507.383	6841.293	8162.3516	7914.506	7853.8643	6506.3154	
sp|Q9BSJ2|GCP2_HUMAN	Q9BSJ2	GCP2_HUMAN	TUBGCP2	902	Homo sapiens	1:Experimental evidence at protein level	Gamma-tubulin complex component 2	0.9968	0.9955	2	4	4	4	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	6662.8037	5558.82	6528.557	5571.2163	6436.632	5539.288	18648.703	6754.387	6022.156	6929.1255	14966.655	5696.3413	6254.735	21781.395	7033.487	15246.589	8113.215	3749.1433	7949.7446	6784.0024	7837.8086	6745.1235	8513.52	4555.493	7333.106	8437.512	10094.253	6936.3657	7616.3145	8486.043	8564.592	6919.9326	
sp|Q9BSJ8|ESYT1_HUMAN	Q9BSJ8	ESYT1_HUMAN	ESYT1	1104	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-1	1.0	0.999	11	66	66	66	3	6	4	4	2	4	4	2	3	6	5	6	6	4	4	3	3	6	4	4	2	4	4	2	3	6	5	6	6	4	4	3	3	6	4	4	2	4	4	2	3	6	5	6	6	4	4	3	38018.71	42771.75	32444.969	48035.0	35753.2	42524.406	30868.066	34179.332	48760.9	48041.594	67107.484	66030.65	55515.934	55376.32	53927.195	58482.65	10004.851	10951.833	10833.0205	10680.549	9614.798	9596.889	10733.162	11061.028	11361.426	10748.569	11461.018	10781.884	10669.667	11020.249	10866.663	11145.339	
sp|Q9BSL1|UBAC1_HUMAN	Q9BSL1	UBAC1_HUMAN	UBAC1	405	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-associated domain-containing protein 1	1.0	0.999	13	159	159	159	10	10	7	7	7	11	10	11	8	12	12	10	11	11	12	10	10	10	7	7	7	11	10	11	8	12	12	10	11	11	12	10	10	10	7	7	7	11	10	11	8	12	12	10	11	11	12	10	98295.08	91074.9	95400.555	103557.62	103201.42	116020.266	111992.59	116021.29	104419.266	104591.914	120487.06	113261.81	105763.69	107970.195	115496.18	114988.734	15390.1455	15740.35	14936.665	15451.242	17538.006	17172.938	16738.434	15333.852	15273.154	15087.322	17035.285	16580.906	17038.31	17028.512	16952.252	16237.8	
sp|Q9BSR8|YIPF4_HUMAN	Q9BSR8	YIPF4_HUMAN	YIPF4	244	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF4	0.785	0.9958	1	3	3	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45412.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BSU3|NAA11_HUMAN	Q9BSU3	NAA11_HUMAN	NAA11	229	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 11	0.9999	0.999	6	2	2	76	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	5	4	3	3	5	5	5	7	6	6	5	4	4	5	4	0.0	2027.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3096.0876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2027.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3096.0876	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BT09|CNPY3_HUMAN	Q9BT09	CNPY3_HUMAN	CNPY3	278	Homo sapiens	1:Experimental evidence at protein level	Protein canopy homolog 3	0.9368	0.999	1	3	3	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1924.3856	2454.764	2725.4937	0.0	2696.9487	0.0	2603.8132	0.0	2645.833	2600.4336	3847.183	2086.6218	2212.6362	0.0	2278.253	2082.4844	1924.3856	2454.764	2725.4937	0.0	2696.9487	0.0	2603.8132	0.0	2645.833	2600.4336	3847.183	2086.6218	2212.6362	0.0	2278.253	2082.4844	
sp|Q9BT73|PSMG3_HUMAN	Q9BT73	PSMG3_HUMAN	PSMG3	122	Homo sapiens	1:Experimental evidence at protein level	Proteasome assembly chaperone 3	0.9391	0.999	1	17	17	17	0	2	2	3	0	2	2	2	2	0	0	0	0	0	1	1	0	2	2	3	0	2	2	2	2	0	0	0	0	0	1	1	0	2	2	3	0	2	2	2	2	0	0	0	0	0	1	1	4212.8906	4388.1167	6884.034	6220.0107	6252.8037	6662.0645	4887.792	7088.3667	7020.2637	3344.5608	6037.378	5240.2275	4986.5737	5530.5093	5083.341	5040.1177	4212.8906	4388.1167	6884.034	6220.0107	6252.8037	6662.0645	4887.792	7088.3667	7020.2637	3344.5608	6037.378	5240.2275	4986.5737	5530.5093	5083.341	5040.1177	
sp|Q9BT78|CSN4_HUMAN	Q9BT78	CSN4_HUMAN	COPS4	406	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 4	1.0	0.999	14	91	91	91	4	5	4	5	4	7	6	5	3	7	6	7	6	6	6	10	4	5	4	5	4	7	6	5	3	7	6	7	6	6	6	10	4	5	4	5	4	7	6	5	3	7	6	7	6	6	6	10	31589.09	59690.617	35106.812	33303.79	40742.215	33270.617	37423.9	35820.914	58632.26	66422.75	57204.848	59169.21	55895.734	52380.77	70444.695	49440.12	13632.5205	13286.99	13671.726	14022.786	14669.006	14509.435	12765.621	15053.684	12540.308	13739.218	13447.488	13303.565	11860.792	11985.127	13683.802	13671.854	
sp|Q9BTA9|WAC_HUMAN	Q9BTA9	WAC_HUMAN	WAC	647	Homo sapiens	1:Experimental evidence at protein level	WW domain-containing adapter protein with coiled-coil	0.669	0.9924	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3755.2964	3956.7651	0.0	3236.6777	3414.666	3273.2854	3574.455	4250.3945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3752.3271	3755.2964	3956.7651	0.0	3236.6777	3414.666	3273.2854	3574.455	4250.3945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3752.3271	
sp|Q9BTC0|DIDO1_HUMAN	Q9BTC0	DIDO1_HUMAN	DIDO1	2240	Homo sapiens	1:Experimental evidence at protein level	Death-inducer obliterator 1	1.0	0.9989	3	10	10	10	1	1	2	1	0	0	0	2	0	1	0	0	1	0	0	1	1	1	2	1	0	0	0	2	0	1	0	0	1	0	0	1	1	1	2	1	0	0	0	2	0	1	0	0	1	0	0	1	2386.374	10490.713	2047.1599	11156.041	4465.172	0.0	11093.804	10107.651	0.0	4531.915	2478.6514	4657.672	1903.5597	2412.5603	0.0	15655.594	4675.9683	3090.087	4011.2969	5491.5356	2136.5554	0.0	4493.6953	4836.4453	0.0	4869.069	4856.7803	4798.583	4466.6787	4727.279	0.0	4929.6543	
sp|Q9BTD8|RBM42_HUMAN	Q9BTD8	RBM42_HUMAN	RBM42	480	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 42	0.9999	0.999	2	15	15	15	0	2	1	1	1	1	2	0	1	1	1	2	2	0	0	0	0	2	1	1	1	1	2	0	1	1	1	2	2	0	0	0	0	2	1	1	1	1	2	0	1	1	1	2	2	0	0	0	0.0	0.0	8344.177	6419.0645	6336.229	8283.804	7518.709	0.0	5500.0845	6030.1816	5435.895	2848.7268	6071.809	4504.8003	5632.1953	7401.904	0.0	0.0	8277.112	6367.4727	6285.303	8217.225	7458.2793	0.0	5455.879	5981.7153	5392.205	8333.255	6023.0083	4468.5938	5586.9277	5483.196	
sp|Q9BTE1|DCTN5_HUMAN	Q9BTE1	DCTN5_HUMAN	DCTN5	182	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 5	0.9445	0.9946	2	3	3	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0.0	1971.5161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2854.3477	1260.4744	1791.4395	0.0	0.0	1511.1134	2385.853	0.0	1971.5161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2854.3477	1260.4744	1791.4395	0.0	0.0	1511.1134	2385.853	
sp|Q9BTE3|MCMBP_HUMAN	Q9BTE3	MCMBP_HUMAN	MCMBP	642	Homo sapiens	1:Experimental evidence at protein level	Mini-chromosome maintenance complex-binding protein	0.989	0.999	2	9	9	9	1	0	1	0	1	1	0	1	0	0	0	1	0	0	2	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	2	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	2	1	8419.577	9142.449	8920.669	13362.567	18285.615	8587.523	0.0	9456.792	8309.245	14717.232	14444.202	7098.3037	16106.91	15516.387	8849.856	17336.992	8843.454	9602.719	9369.773	13398.881	19206.191	9019.855	0.0	9932.887	8331.826	7513.045	7467.816	7117.5938	8055.2847	7940.3916	8873.906	8988.652	
sp|Q9BTE6|AASD1_HUMAN	Q9BTE6	AASD1_HUMAN	AARSD1	412	Homo sapiens	1:Experimental evidence at protein level	Alanyl-tRNA editing protein Aarsd1	1.0	0.999	6	20	20	20	0	1	1	0	1	2	2	2	1	1	2	3	1	2	1	0	0	1	1	0	1	2	2	2	1	1	2	3	1	2	1	0	0	1	1	0	1	2	2	2	1	1	2	3	1	2	1	0	12948.457	15962.973	14527.602	9634.479	21628.28	16700.523	20108.213	19997.797	21326.58	20688.492	12597.608	22037.135	20301.85	20003.18	13024.25	15639.506	8857.065	7290.8447	8415.286	6085.784	7589.8994	7628.01	7292.284	7187.946	7915.7056	7703.2095	8338.058	8732.109	8593.335	7448.783	8558.636	6617.5444	
sp|Q9BTE7|DCNL5_HUMAN	Q9BTE7	DCNL5_HUMAN	DCUN1D5	237	Homo sapiens	1:Experimental evidence at protein level	DCN1-like protein 5	0.7934	0.996	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3204.4563	2987.2961	0.0	0.0	2829.747	3130.217	3243.6296	3760.6787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3204.4563	2987.2961	0.0	0.0	2829.747	3130.217	3243.6296	3760.6787	
sp|Q9BTT0|AN32E_HUMAN	Q9BTT0	AN32E_HUMAN	ANP32E	268	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member E	1.0	0.999	9	122	122	122	7	6	8	6	5	7	8	8	6	9	8	7	7	12	11	7	7	6	8	6	5	7	8	8	6	9	8	7	7	12	11	7	7	6	8	6	5	7	8	8	6	9	8	7	7	12	11	7	103154.94	94504.26	138831.3	119930.16	113403.75	78177.16	77542.266	97695.19	125025.97	106984.45	125854.3	98781.7	70001.31	99628.64	120306.805	109410.52	34791.19	35826.54	36978.082	35615.67	32698.664	33642.785	34749.68	35021.082	34360.09	35931.438	36854.867	33761.99	35541.29	33464.85	36779.59	34937.06	
