Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_50cell_S2-D10_1_8450.d
TOPAZ1	2	2	2150.36			2467.55	2323.51					3473.62	4071.45	5465.01	3044.46	4766.82	3999.72	
TOR1A	8	8	11329.5	12437.7	14767.2	11298.7	7054.5	6253.25	6912.95	5937.47	10736.8	12450.8	12197.8	11815.4	10455.3	11588.8	11719.2	11978.1
TOR1AIP1	15	15	29682.5	30555.7	37505.1	36948.7	11985.3	13786	12375.7	11744.9	25195	27969.3	22508.6	24557.6	27973.3	32958	33683.4	29211.3
TOR1AIP2	11	11	12642.7	13560.7	14280.3	15027.2	8915.73	7411.06	7869.31	7142.12	9875.76	13335	9885.88	9932.33	11144.9	9940.08	12113.8	10831.2
TOR1B	6	6	6348.86	7238.56	7484.43	6702.38	2611.54	3939.28	2980.82	3153.42	4764.97	3932.08	5030.36	4282.25	3557.17	4033.31	4249.83	3673.51
TOR2A	3	3	2740.55	2465.74	2527.82	2170.73	2277.13	1852.93	2115.57	1545.68	7211.33	8482.65	6490.06	8386.29	4920.74	4795.08	4518.63	5977.4
TOR3A	4	4			889.049	1462.45		2766.68			2209.6	1959.53	2033.2	2080.76	2676.23	3041.51	3000.23	3132.01
TOR4A	12	12					6597.13	6455.37	4913.54	5592.5	10421.6	9821.04	10164.8	10158.3	5965.02	7057.32	6637.87	6550.61
TOX4	3	3	2391.75	2373.68	1597.35	3161.73	2790.24	3254.6	2826.27	3152.29	2476.77	2781.61	2007.43	2861.44	2394.4	2371.75	2973.81	2344.26
TP53	2	2					6077.28	6267.73	5084.3	4188.59								
TP53BP1	31	31	9538.86	9154.71	10782.6	9747.07	10144.1	10357.3	8673.09	8389.36	4224.65	3630.21	4303.44	3621.08	4740.76	3914.66	4557.35	4366.67
TP53BP2	6	6	3194.2	2442.28	2734.38	3251.88	2215.42	1899.24	3022.77	1981.51	1266.59	1175.86	945.931	2897.79		1447.26	1263.55	1111.4
TP53I11	3	3	3821.49	4790.59	4614.22	5463.51					11508.4	11646.4	10502.9	12010.8	5782.23	6169.24	7579.81	6461.33
TP53I3	8	8	5799.16	6146.4	4649.15	7470.89	2396.63			1192.41	4177.9	3062.85	3388.09	3545.26	3556	3194.71	4503.82	4151.1
TP53RK	5	5	12690.8	14097.2	12791.8	14028.9	8308.4	5546.44	6990.89	6863.33	17006.1	18594.7	18209.9	17567.2	20440.6	19179	19442.4	22284.4
TPBG	4	4	7425.7	7712.67	8665.52	9874.16	4166.47	5400.8	4056.4	4565.33								
TPCN1	6	6	818.848	863.989	1128.76	793.934	578.655	658.856	931.575	901.208	2576.76	3424.8	3867.37	3834.97	717.927	706.504	733.236	920.206
TPD52	7	7	2058.67	1698.53	1843.06	1696.63	26074.2	27513.9	23796.2	26930.3	3048.4	2547.26	2833.32	3704.98	2249.63	1763.72	1208.9	2363.63
TPD52L1	3	3	3083.26	2944.78	3290.72	3400.06	1060.98	568.508	695.279				1151.05	1198.9	1244.57			
TPD52L2	15	15	85140.1	85682.4	83754.3	92101.6	43791.4	35709.4	38570.1	39626.6	92734.8	95571.8	102724	103795	61714.9	39146.1	52785.6	56430.6
TPGS1	2	2		1274		1119.49		876.788									767.978	
TPI1	16	16	124608	145683	90440.6	157091	222607	230161	178510	146859	102224	86905.3	72509.9	122977	85871.1	66225.6	84447.1	94138.3
TPK1	2	2										4378.82	4017.43	3375.18	2941.18	4157.02	3717.19	3330.1
TPM1	14	14	1.47166e+06	2.31266e+06	2.8732e+06	3.24867e+06	223908	183129	262120	321864	47353.3	63368.3	133758	30871.9	54641.2	23233.6	24722	28275.6
TPM2	13	13	40513.9	47541.4	47250.1	47014.7				1022.77		52160.2	3683.08		770.714	449.487	922.735	559.68
TPM3	9	9	397260	442236	379707	487202	340141	315863	326513	271876	275011	419601	331044	322814	325854	302899	277723	266333
TPM4	14	14	299946	415375	377717	477543	141153	123809	157189	169138	91543.1	189658	132369	117664	120965	107501	116973	105343
TPMT	7	7	10051.6	8893.77	10978.1	14174.8		5318.93	6411.15	9199.34	20585.3	28076.7	23490.4	16711.6	21170.6	30300.7	30019.3	24336.6
TPP1	10	10	32834.5	38762.2	53662.4	40022.8	9959.67	10683.6	10262.6	7839.28	107688	114907	124544	118600	173877	108527	140839	130371
TPP2	39	39	12914.3	13799.5	14059.1	14476	12670.3	13439.1	11890.8	11350.1	25619	28369.3	25045.7	25731.1	22296.2	25399.8	26888.3	25278.3
TPPP3	3	3	2835.73	3030.03	1567.19	3431.23		862.933		1166.74				604.205				
TPR	76	76	14822.2	13089.2	16660.6	14927.4	20884.9	19143.1	19944.4	17604.8	14256.3	13806.9	13083.4	14634.8	14903.5	14502.2	15033.5	15334.5
TPRG1L	3	3	2438.69	1998.91	2522.09	1838.14					3254.79	3709.67	3775.4	3210.36	2654.82	1305.29	1981.15	1875.02
TPRKB	5	5	4413.76	3773.74	3862.6	4070.51	1828	2158.22	2138.44	2967.95	5163.58	5282.1	4304.43	4197.09	5744.74	4199.03	5481.96	5563.54
TPST1	2	2	1805.76	1457.69	1627.61	2174.72	1516.88	766.817	828.543	703.636								223.837
TPST2	2	2	6420.2	4717.13	3425.04	5224.34	7866.28	5817.25	7730.92	6313.47	5516.48	4767.6	5535.16	5796.38	3139.16	2138.24	2341.67	2624.96
TPX2	16	16	1753		1882.48	2882.53	4698.84	5542.01	3179.82	5708	2341.57	2442.03	2832.06	2852.17				
TRA2A	6	6	7445.09	7521.81	11524.9	8760.78	1787.66	2532.81	2149.03	3676.49	13285.9	17547.4	14138.9	11447.3	15058.4	26482.9	16974.3	18721.5
TRA2B	7	7	17097.4	14793.1	22835.7	17626.6	30530.1	19646.2	26488	23789.4	17400.3	21987	17633.9	20280.2	20259	20831.3	23478.6	19887.1
TRABD	6	6				2552.55	5521.29	4944.47	4522.44	3992.43	4880.75	3892.9	5360.04	5322.47	6449.65	6187.96	6874.67	6405.27
TRADD	6	6	6805	7298.14	7252.23	8506.86	4759.19	4908.94	4015.04	3729.17	7132.43	6860.65	6709.33	6424.54	7064.25	6412.61	7206.32	8115.65
TRAF1	2	2	1051.28	1227.11	759.141	738.93	2269.84	2119.69	2066.18	1771.88	1035.91		1361.43		1018.63	1246.66	751.539	954.772
TRAF2	5	5	2824.97	2201.37	1995.75	2247.63	4672.01	3325.41	3713.16	3492.99	4615.26	2394.43	4945.73	4452.73		2343.94		4506.41
TRAF3	2	2	1166.51	1147.06	773.718	854.407				1972.78			1494.88	904.409			976.592	
TRAF3IP1	3	3	929.05	746.778	594.665	730.547		658.437		686.817						452.104	517.506	
TRAF3IP3	2	2									1181.2	1486.72	1420.77		1676.88	1262.55	1131.58	1986.8
TRAF5	5	5	2172.19	2046.75	2347.91	2389.59												
TRAF6	1	1	5106.27	3011.86	3336.51	3170	3370.79	2659.27	2444.38	2531.2	5220.05	3356.01	6944.11	6847.6	4974.54	4055.21	3311.99	5509.28
TRAF7	2	2	1869.83	1952.14	1736.74	2228.8	1632.18	1760.54	2337.25	2121.43	1904.77	2237.67	1955.77	2075.19		3821.96	1673.61	1739.71
TRAFD1	3	3	1261.6	1684.36	1923.49	1324.94	1299.67	1477.09	1018.82	1198.22	1253.13	1606.99	1800.91	1661.25	1423.27	1149.38	1200.66	1137.28
TRAM1	6	6	24472.8	23706.9	22918.2	26107.6	17672.3	20559.4	19766	14547	25275.7	29689.1	25201.8	28476.6	19700	17922	21231.1	20899.9
TRAM1L1	1	1	435.213	485.378	754.459	298.147	215.455	71.5477	119.548									
TRAM2	3	3	1612.81	2350.08	2585.88	2158.99												
TRAP1	24	24	404688	460098	497090	481461	836080	848936	822560	822997	718427	729147	552556	656074	845863	763029	925152	789511
TRAPPC1	5	5	10493.1	12432.5	12261	12725.7	8181.56	7658.2	7456.43	7184.14	18299.3	18595	18807.8	18755.7	14246.9	13877.9	15098.2	15376.3
TRAPPC10	5	5		1179.74							2080.55	2635.21	2384.93	2430.03	2409.67	1856.08	1852.58	2054.67
TRAPPC11	18	18	4210.51	4393.7	4443.66	4106.37	2969.58	2732.78	2455.99	2498.66	5893.37	6619.14	5598.24	6308.16	5607.56	5333.1	5164.49	5473.13
TRAPPC12	8	8	4708.27	4382.85	4539.61	5497.3	3246.59	3624.33	4257.47	3102.51	4792.64	6296.81	5937.09	5282.32	5238.22	4764.3	5236.88	5137.05
TRAPPC14	2	2				533.239						1671.97	2130.12			1484.29	1755.4	2040.39
TRAPPC2L	3	3	613.133	671.167	1887.23	844.156	1938.71	2249.79	2041.08	1793.4	4166.69	5527.75	3892.19	3701.03	3221.08	4285.21	4567.1	3703.26
TRAPPC3	6	6	24442.6	23480.7	26538.3	27333.3	16714.2	16253.1	14916.7	15360.1	35135.8	39678.9	35225.1	35395.9	32396.4	28468.2	31347.6	32403.9
TRAPPC4	9	9	8781.71	8305.77	7083.79	7758.4	7505.07	7322.36	5613.51	5408.11	15263.1	15483.5	14514.3	14505.9	11285	12741.4	14643.9	13738.1
TRAPPC5	7	7	9839.87	12343.4	9250.47	14168.3	7656.41	7120.29	6173.12	6044.37	14274.8	13288.1	12094.4	13237	11476.9	11972.4	13457.9	13050.9
TRAPPC6B	5	5	5903.03	4819.99	4310.2	5510.98	4969.88	7688.91	2956.71		6281.83	6633.76	5681.35	6745.64	5800.4	6065.15	6626.81	6465.16
TRAPPC8	21	21	4235.23	3842.99	4249.05	3858.7	2623.1	2279.43	2990.45	2299.24	5604.49	5425.09	5907.11	5599.48	5187	4426.56	4851.49	4760.27
TRAPPC9	18	18	6062.55	5437.25	5010.36	5890.37	4599.81	4617.38	4602.91	3978.89	7533.06	8047.95	6839.09	8096.36	8476	7810.58	7925.37	8381.01
TREM2	1	1									3880.22	5126.43	3380.74	3862.26	4276.92	3050.53	3554.84	3765.67
TREX1	2	2		717.403							858.944	968.414	893.711	1905.79	1214.46	842.577	891.542	708.675
TREX2	2	2	3312.95		4164.15		3906.2		2516.35	2042.69	3326.52	2175.47	5291.29	5192.61	21770.8	1010.04	1676.8	3353.51
TRIM11	1	1	1286.15	772.165		1559.82	1051.11	1311.05	972.935	946.401	1286.63	546.696					1022.87	1455.7
TRIM14	2	2				341.951	2313.48	1752.14	1955.29	2073.41	3116.24	2556.79	2137.1	2660.22	796.544	1226.71	935.715	768.787
TRIM16	5	5	7126.49	7284.72	8453.74	6637.94	9573.14	9352.17	7898.35	6417.57			1431.4		1989.3	1000.62	11766.7	
TRIM2	11	11	6920.22	6256.9	8130.46	7189.76	6195.39	5583.41	7216.35	6469.9		2074.53	2209.97	2115.55				
TRIM21	10	10	7811.87	7284.4	5792.83	6714.48	7326.64	7597	6356.21	6139.39	22428.4	20397.1	16412.4	22463.9	23132.1	21219.6	25224.5	26291.8
TRIM22	7	7	6657.96	5105.74	5486.52	5896.02	6940.56	5420.78	5972	5967.31	6094.16	5432.79	4273.98	6555.15	6165.3	4464.18	4850.74	4842.84
TRIM23	2	2	24891.2			32701.3						36092.1			1338.8			
TRIM24	8	8	3213.72	2679.8	3269.63	3485.91	2954.31	2373.31	3012.89	2805.83	2146.58	1983.58	1872.34	2247.94	1967.81	1276.45	1906.86	1989.32
TRIM25	20	20	23537	24006.5	26962.2	27734	16424.2	16976	13003.3	13690.1	40447.9	42986.4	42521.2	38773.8	30982.4	30277.6	32326.1	33538.5
TRIM26	9	9	5539.02	6128.63	7316.15	7112.67	4952.65	4389.82	4732.53	4838.47	6306.68	6322.55	6941.96	6268.2	5879.49	6285.95	5918.75	6095.7
TRIM27	2	2	3630.59	3017	2108.49	2596.63	3041.26	2563.8	3347.91	3341.95		2263.57			2369.74	1912.54	2581.84	
TRIM28	13	13	80660.9	67435.7	72746.7	63895.6	72456	77079.6	81261.9	76725.5	63555.4	78129.3	73479.3	72642.1	75487.3	79219.5	82312.1	81232.2
TRIM29	3	3	2032.86	2238.05	9490.41				2394.11	1939.72	4118.74	3024.49	6208.26	5049.17	6355.83	2830.94	2055.11	2857.6
TRIM3	13	13	7282.91	7311.12	8084.49	7791.53	2809.38	2519.22	2181.49	1939.03	3320.2	4147.28	3524.81	3843.71	1950.53	2126.33	1954.61	2107.15
TRIM32	6	6	4168.66	3396.11	3719.68	4192.52	4350.47	3304.58	3894.32	3030.82	3610.18	2925.82	3641.35	4169.26	1782.86	1719.33	1485.08	2428.73
TRIM33	10	10	3237.29	2761.9	3080.72	3256.07	3948.23	3078.8	3354.4	3168.22	3650.7	3690.09	3465.58	3709.75	3740.88	2777.07	3326.36	3748.48
TRIM34	1	1							498.786				474.057		626.818	370.106	433.512	816.588
TRIM36	4	4					7458.52	5752.94	7229.78	5775	8511.3	6955.41	7362.45	6708.1	8861.43	9215.33	8570.53	9920.78
TRIM38	6	6	2620.51	3139.59	2961.31	3156.8	3735.16	2619.36	3722.67	3544.78	5064.84	4281.19	4958.52	5604.15	4638.52	2847.21	4361.2	4152.63
TRIM4	3	3	573.044	388.118	713.005	493.631	2471.56	2320.78	2900.86	2088.39	2835.83	2193.22	2558.41	2041.93	1593.65	1159.82	1294.25	1515.53
TRIM46	6	6	5040.4	3655.42	5016.57	4072.59												
TRIM47	11	11	4137.59	4096.98	4041.27	4842.92	3779.15	3477.22	3049.33	3555.11	9361.42	8765.02	9067.66	8040.94	2976.63	3840.26	2723.64	2971.65
TRIM5	2	2		1967.86	2855.34	1885.29			1987.31	1309.65		1653.72		1584.5		2484.17		2312.53
TRIM56	13	13	4307.55	3854.1	3782.89	3717.25	5093.19	3666.78	4540.51	4106.2	3263.38	3490.42	3657.56	3277.64	3422.16	3029.69	3543.17	3511.41
TRIM58	5	5	4257.2	3215.46	3186.52	3350.14												
TRIM59	1	1		1166.44	2038.6	1129.76						986.512				780.202		774.107
TRIM62	2	2	1236.18	1053.11	1366.72	1012.51				873.684								
TRIM65	6	6	3650.15	3856.95	4248.77	4867.77	5130.88	4631.56	5435.83	4529.09	6559.26	7035.48	6350.15	5570.17	5205.61	4927.56	4604.98	4418.07
TRIO	27	27	9627.09	9159.63	9125.54	10573.5	8048.29	6631.08	7120.1	6901.29	4249.5	3670.31	3822.33	3270.51	4830.83	4212.24	4025.31	4511.31
TRIOBP	15	15	8318.55	8801.57	7887.84	8738.51	5623.34	5889.03	5400.54	5192.18	3946.09	4047.15	4684.23	4234.63	3745.16	2829.7	3316.9	3099.09
TRIP10	16	16	12839.3	11154	11093.7	13186.3	8427.2	6785.38	7630.73	6706.9	6438.36	6719.44	6758.58	7649.9	6121.97	5395.58	5667.66	5258.94
TRIP11	36	36	15705.3	15169.4	17318.1	16890.7	9414.16	6406.52	7538.25	7312.04	9081.27	9831.42	8603.4	9739.12	9048.72	8170.95	9098.43	10327.1
TRIP12	28	28	9210.67	8609.01	9132.45	9382.19	9484.25	9204.52	7645.34	8100.33	8511.11	8009.7	7694.8	7727.38	8130.13	8121.99	8445.27	8633.67
TRIP13	16	16	7906.13	7648.48	7563.74	8428.59	15747.8	18409.7	16082.4	16319.9	6881.57	6417.13	6427.16	7527.81	4066.77	4084	4542.9	4238.01
TRIP4	12	12	5288.29	4277.1	4298.53	4302.94	3618.02	3328.78	2897.84	2496.96	3340.95	3133.95	2913.46	3350.21	3592.8	3389.02	3548.22	3686.77
TRIP6	5	5	1781.32	2263.03	3934.88	2464.27	1009.27	1417.6	2906.47	1261.28	1588.56	2027.37	1364.19	1236.76	1461.29	1597.91	2133.43	1326.84
TRIQK	1	1			769.472						2358.23	1096.51	2091.7	1800.29		2152.72	2583.79	3343.57
TRIR	3	3	11964.3	13261.1	12264.1	13561.8	11424.3	16099.1	11942.4	11212.5	14490.6	15088	10424.4	11986.3	12146.7	16926.4	15362.5	14942.1
TRIT1	1	1				1013.06			1375.99			1503.89		1493.39	1635.38	1187.91	1651.4	1726.77
TRMT1	10	10	4964.39	4402.35	4998.14	5782.13	3530.37	3091.52	3147.54	3227.59	5488.27	5525.68	5209.5	5110.35	6572.92	7379.31	6834.81	6472.49
TRMT10C	10	10	5097.36	5534.64	6387.62	5410.96	8905.01	9051.89	8226.19	8998.59	6958.04	7495.19	8291.64	7462.59	9295.46	10915.2	11749.3	10735.8
TRMT11	2	2	3815.65	2976.99	3520.37	3598.71	6919.83	5376.2	5696.36	5307.38	2403.15	1938.27	1493.82	1704.14	2743.22	2236.98	2397.03	3008.37
TRMT112	3	3	3848.77	4624.58	6732.53	4936.98	8877.57	4068.79	9502.65	7762.98	5552.58	6453.1	7800.13	6004.25	4650.4	6348.77	5752.43	5302.42
TRMT1L	8	8	2532.47	2523.65	3085.84	2511.56	7167.9	6259.85	4477.88	5847.35	4151.44	3773.84	4276.9	4350.24	4035.83	3954.45	3963.21	4048.04
TRMT2A	2	2	3564.24	3565.21	3454.84	3245.32	7010.7	7248.72	6546.83	5960.4	7019.47	4965.5	4166.27	5282.62	5863.56	5198.12	5978.5	6245.19
TRMT5	7	7	7432.77	7609.63	7589.82	7946.88	5285.21	4452.77	4832.66	4613	5436.75	5124.2	4212.69	4997.46	4814.37	4462.96	5366.55	5871.73
TRMT6	8	8	1424.96	1641.76	2034.71	1776.45	1935.71	1972.5	1822.66	1555.71	1698.22	1643.67	1735.44	1408.81	1928.48	2253	2414.26	2136.54
TRMT61A	2	2			2246.94	1467.05						3674.63	2117.5		1820.3	2201.43	3062.24	3790.15
TRMU	3	3	2890.96	2241.06	2899.75		4577.76			2446.6	3334.19	1869.49	4924.91	3750.75	2840.49	2374.14	2803.65	3651.08
TRNT1	12	12	6664.71	6946.02	8124.17	7182.66	6416.95	5555.36	6078.68	5107.08	6163.92	6899.78	5805.56	5847.96	7008.81	7990.94	8271.13	7831.31
TRO	5	5	984.888	1082.74	1597.27	1512.32												
TRPC4AP	1	1	632.194		645.593	769.285		430.859								331.033		
TRPM2	7	7									4829.35	6884.86	5534.83	6419.63	2381.69	2537.33	2433.08	2929.45
TRPM4	5	5	3072.61	2477.51	2303.83	3315.53		1570.19			2330.27	1394.51	1559.92		1977.75	1638.44	1007.22	1752.39
TRPM7	2	2										2515.34				794.775	1223.63	1612.01
TRPS1	3	3	3612.66	3435.87	3363.93	4080.62	5674.62	3968.03	4985.16	6421.66	4442.96	3219.44	3591.36	5113.83	5424.38	3378.83	3636.69	3443.52
TRPT1	2	2	2524.56	2440.28	2529.16	2944.23	6362.41	5454.03	5990.91	4861.03	1911.42	2342.7	1325.82	2454.33	1824.75	1545.17	1535.76	2595.51
TRPV2	12	12									18779.1	14857.8	14337.2	13630.3	11798.4	9113.51	12849.2	12002.4
TRPV4	1	1		298.392	215.874						818.025	769.377	875.05	843.79		407.34		
TRRAP	24	24	3499.27	3129.12	3711.78	3158.25	5062.92	4622.45	4616.79	4022.23	3860.03	3935.64	3532.45	4605.19	3719.89	3469.41	3823.19	3760.28
TRUB1	3	3	3298.88	2734.91	3283.04	3191.32	2475.47	1955.8	2705.31	2092.18	1913.13	1835.13	1936.4	2951.31	2108.96	1394.87	1313.6	2166.18
TSC1	7	7	1385.3	1555.6	1917.11	1572.48	850.037	955.123		803.294	2031.88	2487.51	2237.04	2107.65	975.051	1384.55	1314.89	1296.83
TSC2	16	16	7183.03	6726.61	6418.02	6605.44	5361.7	4375.58	4996.58	4345.06	6720.58	6991.97	6456.77	6976.01	4703.79	4242.98	4358.1	4124.94
TSC22D1	5	5	7725.38	7883.73	6702.78	8472.84	8310.02	7103.34	5958.82	6307.46	2709.72	4216.23	4120.44	3221.77	3415.84	2594.75	3960.84	3076.22
TSC22D2	3	3	5143.36	5085.03	3436.73	5039.61	4994.93	5954.15	4480.47	4863.05	3327.5	2885.89	3054.55	2707.72	2627.98	1772.46	2816.71	2579.49
TSC22D3	2	2	2584.45	3577.35	3296.12	3085.28	1529.55	1732.03	1337.25	1730.14		829.589	1423.69	876.359			879.611	
TSC22D4	8	8	3743.02	4913.67	5421.86	5718.54	3093.22	2579.37	2147.7	2441.57	8564.53	9939.38	8298.07	9620.86	4292.86	3766.74	4205.79	4647.71
TSEN2	2	2		1795.91	983.065		2325.48	2415.3	1958.1	2145.72		2462.3		1978.56		1612.79	1363.02	1967.01
TSEN34	5	5	5040.15	4095.6	4317.41	3839.24	8029.82	4434.89	4997.89	5719.64	4752.26	3836.83	5930.58	5091.52	5038.29	3717.34	2787.5	5098.32
TSEN54	2	2	1753.86	1086.53				1918.78	2110.77	1988.46	1418.73	1392.37	2070.53	2810.76	1580.29	1636.12	1376.77	1266.17
TSFM	5	5	11434.6	15016.1	11255.4	13355.9	23809.9	18468.4	17110.3	17793.5	23460.3	18454.7	16517.9	18350.2	33622.5	27088.5	35542.6	32420.2
TSG101	15	15	10594.1	12110.7	12920.7	13426	12832.5	12339.2	9873.13	10198.4	14641.7	15346.9	12996.6	14567.6	10670.3	10125.4	10822	11346.9
TSHZ3	1	1	309.232	286.617		219.439	216.19		337.555	284.222								
TSN	12	12	14953.9	16547.7	20059.6	18554.6	10651.1	13093.8	13392	9274.96	15004.8	17980.1	17030.9	17363.2	12058.5	19667.4	18950.4	20899.3
TSNAX	5	5	8288.38	10262	10411.7	11992.6	6682.95	4666.65	3869.27	5380.46	6534.42	6672.01	8495.3	7816.36	6452.06	7259.23	7662.88	7801.73
TSPAN14	1	1					6129.52	5052.48			9241.54	6253.29	9852.63	7730.46	10324.2	7475.54	10504.1	9831.81
TSPAN15	3	3									2726.35	2767.82	3706.71	3130.32	2208.58	3358.55	4443.05	3463.5
TSPAN3	4	4			1502.37	1527.2					12400.8	15032.3	14288.4	11600		2808.73		2430.98
TSPAN9	1	1	1138.94	1806.21	2615.21	1683.08							1722.76					
TSPO	2	2	7325.32	8828.48	9894.57	9119.51	9220.55	14656.9	10847	7598.97	12363.6	11836.8	11418.4	11910.7	41336.5	32228	49213.3	40697.2
TSPYL1	1	1	1037.6	643.725	1080.15	815.852	703.503	833.452		576.672		914.405	715.808		965.501	796.144	758.909	924.011
TSR1	7	7	3537.99	3569.77	4182.6	4189.92	4588.35	5040.88	5611.17	4818.15	3838.62	4020.31	3509.15	4248.16	3597.56	3653.23	3380.68	3516.56
TSR3	1	1	2815.21	2739.17	1975.13	3331.8	2741.56	2321.72	2324.96	3221.81	1227.77	970.499	1373.24		1337.57	982.094	1290.18	1121.02
TSSC4	5	5	3668.94	3010.13	4201.56	3919.74	2985	3018.23	3263.46	3168.69	2387.14	2831.49	2522.86	2967.29	2642.15	3084.49	2457.71	3053.2
TST	7	7	8508.93	8812.61	10577.6	10156.2	9176.36	8558.31	6769.77	5935.14	15920.3	19056.5	16535.2	16389.1	17750	15233.7	17187.7	16816.9
TSTD1	2	2					1921	1896.13	1606.33	1934.83								
TTC1	9	9	2648.17	4109.45	5805.22	3428.22	2219.59	2965.82	3183.04	3976.02	4324.36	6293.53	6887.1	4499.04	3915.68	5256	6359.04	5519.93
TTC12	2	2	680.31	582.367	611.093	589.153	804.927	808.213	603.063	859.205		655.471	631.672	587.668	853.373	792.222	438.63	530.675
TTC13	9	9	4666.05	4222.97	4876.36	5141.74	3148.65	2629.27	3000	3313.56	2589.24	2527.34	3128.14	2931.34	2412.12	2077.55	2432.71	2733.66
TTC17	4	4	1664.55	2183.34	2406.77	2194.3		1040.49	1652.45	1527.88	820.645	1505.42	1219.98	1173.1	1067.44	1302.37	1056.98	1270.84
TTC19	7	7	2236.4	1529.5	1564.48	1902.04	7396.46	4644.79	4943.66	3866.06	2502.12	1864.6	3033.48	2744.08	3580.99	2543.14	2791.7	3005.78
TTC21B	3	3	1831.6	952.983	2463.76	1735.31		1326.31			1566.31	1158.88	2413.18			1596.12	1371.4	2462.78
TTC27	5	5	1957.87	2272.77	2497.38	2551.24	2069.62	1546.94	1374.14	1330.02	1475.83	1583.83	1406.85	1253.08	1384.37	1258.95	1218.16	1204.98
TTC28	12	12	4555	4626.14	4741.67	4898.43	1953.31	1698.16	1509.28	1980.87		1096.49				826.148	845.402	
TTC3	2	2	1131.06	1084.06	779.472	861.387					725			656.446		626.521	534.176	791.261
TTC33	2	2	840.288	812.305	675.972	510.727	1080.95	904.899	1216.04	823.267	920.241	690.076	669.587	643.631	519.742	558.923	552.546	610.904
TTC38	4	4	2934.89	3378.74	2802.62	2737.32	4397.07	3871.88	3050.78	2384.41	5263.62	4388.92	5218.78	5819.74	5221.17	4061.47	4800.03	4636.26
TTC39B	1	1	1211.17	1174.63	1222.57	1580.69	974.861	1284.15	1579.57	1150.64					780.095			
TTC39C	3	3			1345.2	1195.95	1768.83			1299.76	1913.38	2249.54	2337.33		1837.26	1671.36	2801.04	2579.08
TTC4	3	3	3337.44	2951.21	3618.52	3496.5	3130.61	2814.83	4272.18	3119.98	3400.61	3809.71	3743.31	4099.24	3035.6	3150.5	2994.68	3549.79
TTC7A	6	6		1516.69	1475.55	1493.18					1833.92	2912.07	2189.96	2342.32	2511.45	2678.84	2710.49	2742.52
TTC7B	2	2	1054.65	1416.21	1237.37	788.131					1192.86	1230.41	1416.63	1797.73	1542.66	1074.22	961.905	1036
TTC9	2	2	778.831	832.913	837.606	840.12					1091.76	1211.78	1069	1292.53				
TTC9C	4	4		969	3275.07	1384.48		844.153			3209.65	5174.26	5581.03	3295.69	3598.94	6068.23	5104.27	3744.66
TTF2	3	3	948.068	867.263	1094.21	1037.36		1690.13	1209.78	1373.07	962.724	1608.35	1106.58	900.397		1096.62	812.385	1020.17
TTI1	6	6	3060.56	2414.6	3246.69	2741.35	3595.63	2968.6	3368.24	3042.5	2539.11	3015.33	2209.94	2623.33	2120.8	2755.51	2006.01	2298.33
