Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-A3_1_12089.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-B3_1_12090.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-C3_1_12091.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-D3_1_12092.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-E3_1_12093.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-F3_1_12094.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-G3_1_12095.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-H3_1_12096.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-A7_1_12097.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-B7_1_12098.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-C7_1_12099.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-D7_1_12100.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-E7_1_12101.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-F7_1_12102.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-G7_1_12103.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-H7_1_12104.d
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	1	1	701.422	702.335	943.698	440.901	603.823	357.827				648.331		506.994		654.118	1320.93	775.539
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	4	4	4242.07	4644.9	4891.46	4366.98	3739.08	5154.62	4718.58	4393.18	4695.12	3679.96	3726.72	4525.93	3857.52	3727.28	3736.82	3888.6
Q6FIF0	ZFAN6_HUMAN	ZFAND6	AN1-type zinc finger protein 6	1	1		2515.61								2090.78				3362.4	2013.21	
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	4	4	2287.77	2021.58	2289.48	2283.69	1928.22	2603.47	2516.65	2303.93	1928.17	1601.32	2234.75	2266.72	1634.56	2161.64	1991.21	2209.31
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7	2	2	909.143		1791.63					857.332	873.858		1019.12	1004.63	1150.81			948.362
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	2	2	1053.37	1265.91	1435.92	1440.46	622.039	1024.51	1107.3	1041.57	1401.78	1202.09	1246.3		1077.87	1053.25	1153.67	1118.14
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2	1	1075.23		1309.06	1198.67	1241.27	1977.53		1588.7		1056.1	930.179	1839.98		1769.98	1044.64	1168.39
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	5	5	3980.53	4155.95	3878.43	4900.1	3678.9	4474.23	3935.72	4466.52	3877.23	3917.78	3816.18	3673.92	3920.06	4083.51	3779.65	3898.41
Q6P161	RM54_HUMAN	MRPL54	Large ribosomal subunit protein mL54	1	1	2211.7		2323.94	1752.7	1619.27			1461.8	3100.41	1733		1635.07	1722.74	2060.5	1404.51	
Q6P1J9	CDC73_HUMAN	CDC73	Parafibromin	3	3	1293.64	1149.87	778.568	968.132		699.668		509.295		1465.36	816.711			1109	987.424	1258.03
Q6P1L8	RM14_HUMAN	MRPL14	Large ribosomal subunit protein uL14m	1	1			887.468											624.737	862.114	
Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	7	7	1488.63	1464.67	890.952	1457.29	1446.79	1401.37	1305.31	1378.31	1394.45	1278.29	1241.22	1032.49	1229.27	1268.17	980.439	1203.76
Q6P2Q9	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8	20	19	2662.82	2511.04	2778.11	2497.25	2148.86	2412.15	2284.95	2226.99	2717.48	2421.08	2537	2296.13	2303.39	2471.17	2413.71	2319.89
Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	2	2	1532.58	1132.1	1434.52		1495.04	1487.25	1826.32	1339.98			1177.27		1047.42		2117.09	1516.02
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	1	1	1149.74	811.097			874.226				793.677	702.955			1017.67	708.857	792.393	806.83
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	6	6	2846.13	2193.27	2113.72	2194.78	2361.12	2316.69	2163.04	2420.38	1982.12	2098.61	2867.99	2347.41	2142.9	2464.09	2415.83	2046.19
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	2	2				1448.57				996.9		1511.84	1332.31	987.32		806.699	1042.61	921.209
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	2	2	1957.96	2223.16	1940.12	2015.75	1939.78	1743.59	1765.83	1958.39	1950.64	2282.34	2300.86	2080.24	2022.84	1768.5	1554.89	1402.91
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	2	2	1292.2	1745.66	1073.29	1224.27	1112.09			693.867	601.329				701.987	1179.91	886.549	
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	3	3	988.577	860.207	946.468	1127.9	1132.54	1137.83	974.007	826.61	1241.58	1101.88	1551.01	1316.87	1010.38	1145.66	1172.18	1190.25
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	3	3	1564.2	2066.54	1509.45	1490.29	1963.9	2001.92	1637.7	1607.13	1728.68	1938.75	1952.61	1791.65	1092.23	1465.39	1619.26	1603.07
Q6ZSJ8	CA122_HUMAN	C1orf122	Uncharacterized protein C1orf122	1	1	1257.47	846.764		689.677			576.459		929.576	1167.33	795.831	1007.42	741.162		519.252	759.229
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	1	1					1152.25	893.709	738.938	707.373			969.814	918.192			1165.58	1186.81
Q71RC2	LARP4_HUMAN	LARP4	La-related protein 4	1	1	1275.78	1165.41	1440.4			1393.74	1942.53	1184.79	1853.72	1979.4	1248.99	1282.02	1465.53			1457.32
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	1	1	823.174		876.494	1177.77	1276.02	1818.6	1253.24	1476.5	1301.11	1180.03		1326.23	1100.22	763.035	1610.87	1697.63
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	29	29	8274.84	7919.59	7551.36	7548.53	8291.77	8319.63	7240.75	8312.29	8074.3	8009.3	8045.02	7878.33	8097.72	8215.85	7808.61	7216.29
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	16	16	4188.66	4148.86	4637.8	3928.99	4174.03	4392.4	4526.01	4277.12	4515.53	4584.02	4264.99	4053.35	4400.88	4069.55	4009.17	4107.58
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	5	5	2578.33	3230.49	2798.32	3119.65	3034.04	2502.54	2456.18	2956.86	2993.54	2743.87	3351.25	2271.02	2386.46	2691.13	2397.64	2753.76
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	4	4	2784.73	3031.12	2019.43	2609.32	2690.28	2235.61	2458.44	2602.65	2603.76	2360.52	3016.84	3266.77	2864.31	3356.18	2680.33	3108.76
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	5	5	1801.46	1438.91	1261.46	1490.36	1383.93		1098.05	1565.98	1598.28	1648.86	1390.72	1751.17	1324.51	1545.01	1100.7	1168.3
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	1	1								825.006				1334.65	809.601	1233.39		983.369
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	1	1		589.805	721.264									1097.78			699.79	
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	1	1	1810.36		1643.47	964.496	1968.73		1562.93	1119.99	1661.4	1141.88	1541.83	1417.63	782.662	809.594	1429.53	
Q7L7X3;Q9H2K8	TAOK1_HUMAN;TAOK3_HUMAN	TAOK1;TAOK3	Serine/threonine-protein kinase TAO1	1	0	815.647			713.897		537.868		704.117					887.469	405.837	636.016	
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	1	1	935.743	980.294	1643.99		659.481		1775.29		954.335		841.997	1121.57	1066.89	1541.74	1402.54	1126.56
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	1	1		1103.65				2520.57	1501.79	2140.49	2597.43	1524.47	1594.07		1223	2134.46	2402.84	
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	2	2	2306.48	2048.54	2705.37	2093.94	1850.23	2721.74	1765.83	2737.66	2143.02	2313.12	2163.51	1613.81	2222.2	1815.34	2301.93	1625.43
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	2	2	1435.06	1433.92	1008.01	1020.94	1457.61	1238.31	1239.5		958.622	1078.6	1176.74	1262.83	824.192	1205.62	1036.86	817.506
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	4	4	1029.38	1475.04	2037.06	1918.26	1205.77	1535.51	1616.93	1238.75		1393.77	1859.74	1795.17	918.746	1505.71	1134.26	1754.38
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	2	1	1569.16	2151.42	947.829	1900.03	1313.05	2277.57	1157.13	1854.95	1735.7	2293.21	1457.84	1824.89	1708.29	2107.15	1760.85	2130.2
Q7Z6E9	RBBP6_HUMAN	RBBP6	E3 ubiquitin-protein ligase RBBP6	1	1	746.77	746.407	1374.83	594.672				535.22			778.491			425.957	394.378	
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	2	2	1401.2	1245.67	1600.37	1531.27	1504.59	1660.6	986.341	1294.29	1691.22	1045.67	1750.69	1288.56	1269.5	1495.43	1482.6	
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	3	2	959.915		638.583	458.55	774.941	950.322	704.529	549.281					699.439		663.719	
Q86SE5	RALYL_HUMAN	RALYL	RNA-binding Raly-like protein	1	1	3308.7		3857.86	3003.63					4036.11	2748.03			2481.34	3188.14		1657.33
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	4	4	4472.5	3486.36	4089.24	3607.81	4466.97	3734.55	4185.72	4430.89	3187.72	4034.33	3813.47	3154.55	3435.53	3136.02	3801.88	3448.29
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	2	2	505.162	1247.71		843.51	467.139		421.384	867.858			541.261	395.196		390.841		635.498
Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598	1	1	1225.16	1203.48	920.825			833.92	583.306	988.922	860.598			512.947	840.669		854.258	1246.06
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	1	1											1304.01					1462.11
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	4	4	2083.11	2164.68	1503.5	1689.8	1307.09	2155.18	1755.25	1427.34	1950.42	1969.95	2001.7	1374.11	1850.99	1718.93	1584.83	1618.6
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	3	3	3648.23	4072.4	3479.93	4521.42	4356.4	4166.44	4044.34	4372.19	4150.82	4406.83	4897.45	4469.65	4505.95	5248.01	4060.9	4249.11
Q86VM9	ZCH18_HUMAN	ZC3H18	Zinc finger CCCH domain-containing protein 18	4	4		1011.58	1191.82	1314.01	1243.21	1266.31	1188.4	903.71	1441.17	918.636	1185.56	1054.79	1137.28	1051.72	1121.52	1311.67
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	11	10	3209.02	2951.52	2813.57	3159.35	2979.01	2873.28	3143.7	3178.75	3039.4	2931.1	3731.29	2935.54	3077.42	3560.35	3249.72	2768.48
Q86WB0	ZC3C1_HUMAN	ZC3HC1	Zinc finger C3HC-type protein 1	1	1	612.165			509.998				1027.33			544.715			393.373		
Q86WJ1	CHD1L_HUMAN	CHD1L	ATP-dependent chromatin remodeler CHD1L	1	1		805.448	915.397				465.656	966.411	1065.25			1018.85	1113.55	975.942	535.893	746.063
Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	2	2	1633.9		970.175	1210.87	952.862			1333.74		1367.25	1001.86	839.051	1251.88	1670.61	1309.97	1348.46
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	6	6	2054.76	2244.43	1950.04	2141.49	2213.15	1917.81	2479.15	2173.2	2680.68	2447.82	2260.69	2535.09	2305.73	2475.59	2479.08	1856.3
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	7	6	2180.43	1403.04	1756.8	1935.1	1916.7	1952.46	2280.02	1944.88	1694.66	1897.87	2176.83	2064.43	1762.15	1741.71	2054.79	1551.3
Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	7	2	352983	324510	331356	334416	359842	357619	336941	370902	386545	336942	401500	332436	321109	376773	375516	383536
Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	1	1	386.092			376.508		720.125	395.87			311.138			358.726	539.452	465.047	255.553
Q8IWJ2	GCC2_HUMAN	GCC2	GRIP and coiled-coil domain-containing protein 2	1	1			540.71			456.482	484.638			376.484				862.765		646.29
Q8IWS0	PHF6_HUMAN	PHF6	PHD finger protein 6	4	4	2875.13	2050.64	1993.24	2383.46	2620	2755.76	2936.17	2482.5	1911.94	2209.79	2097.74	2510.75	1455.78	1805.72	2138.02	2207.82
Q8IWX8	CHERP_HUMAN	CHERP	Calcium homeostasis endoplasmic reticulum protein	8	8	2620.22	2193.27	2415	2329.2	2305.19	2093.85	2229.85	2501.5	2692.2	2418.25	2191.84	2593.91	2336.72	2646.4	2008.66	2258.67
Q8IWZ3	ANKH1_HUMAN	ANKHD1	Ankyrin repeat and KH domain-containing protein 1	3	0		1430.04	1329.48	823.744	948.451	850.031	1129.04	1074.25	795.424	678.738		750.204	858.437	966.461	780.221	
Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	7	7	2512.92	2240.33	1597.54	2005.09	2218.99	2262.85	1913.46	2335.91	2219.86	2162.78	1774.33	2080.74	2276.86	2186.66	2158.55	2098.28
Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	2	2	762.315	930.632	563.908		567.653	529.409			473.014	1252.78	647.359		515.29	577.577		566.709
Q8IXM3	RM41_HUMAN	MRPL41	Large ribosomal subunit protein mL41	2	2	1719.95	1570.95	1217.38	2375.03	1812.46		673.689	1358.8		1397.14	1185.75	1522.85	1680.07	1735.65	1863.39	1026.25
Q8IXT5	RB12B_HUMAN	RBM12B	RNA-binding protein 12B	3	3	1012.69	927.811	893.776	918.717	1293.35		1167.3	687.922	1170.17	1015.65	1009.77	1677.76	880.079	1007.76	1114.35	1204.4
Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	1	1	1281.05	1166.26	1746.29	1204.04	1998.64	875.64	1737.4	1800.03	1587.25	1684.82	1083.26	1289.35	1332.7	1009.39	1091.74	1253.9
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	2	2	1124.31	709.71		894.64	731.358	872.731	1065.33	920.082	1119.84	958.959	647.268	838.21	983.843		748.933	663.431
Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	5	5	2801.24	4438.44	3462.7	4042.62	4531.35	3607.15	3739.3	3813.06	2822.23	3416.75	3819.49	2694.03	4704.45	3358.43	3502.23	3894.99
Q8IYD1	ERF3B_HUMAN	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	1	1	887.335	614.978		684.991	832.053		573.173	805.692	540.042		968.028	427.454	702.856	527.359	473.996	710.612
Q8IZ07	AN13A_HUMAN	ANKRD13A	Ankyrin repeat domain-containing protein 13A	1	1								270.031								
Q8IZ69	TRM2A_HUMAN	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	1	1		801.124	657.565	690.651	612.084		557.493	768.248	645.239	661.905	905.264		505.072	1121.2	987.016	
Q8IZP0;Q9NYB9	ABI1_HUMAN;ABI2_HUMAN	ABI1;ABI2	Abl interactor 1	1	0	1560.99		1343.93	891.031	885.49	534.126		945.187	1194.41		879.199	1071.92	701.044	1363.56		831.865
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	4	4	1559.14	1754.01	1588.14	1840.83	1437.31	1703.23	1749.23	1359.53	1763.73	1993.15	1614.31	2319.43	1576.43	1630.68	1675.17	2126.44
Q8N183	NDUF2_HUMAN	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2	4	4	3446.24	2825.21	3051.46	2444.26	2896.21	4237.18	3560.72	2671.78	2810.68	3552.54	2214.59	2546.1	2642.09	3481.27	2503.06	2644.85
Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	12	12	3019.53	2895.06	2302.1	2690.63	2493	2758.53	2882.96	2813.5	2847.17	2884.8	2779.53	2669.25	2547.86	3099.05	2757.66	2716.21
Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	10	10	2159.24	2331.3	2207.9	1799.69	2157.53	2304.58	1856.58	1778.27	1610.38	2258.28	2062.6	2076.23	2092.12	2085.61	2621.59	2395.32
Q8N257	H2B3B_HUMAN	H2BC26	Histone H2B type 3-B	2	0	114700	110176	119404	110953	105560	99493.5	123074	109810	124372	117962	108475	104745	99257.2	101373	97855.8	107891
Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	1	1							399.213					612.623				527.629
Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	3	1		763.135	878.687	443.911	835.956	828.652	1173.94	615.839			646.927	542.247	684.188	460.97	748.335	661.605
Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	1	1	676.166			427.247			431.821	482.281			1099.18	1036.85				
Q8N4C8;O95819	M4K4_HUMAN;MINK1_HUMAN	MAP4K4;MINK1	Mitogen-activated protein kinase kinase kinase kinase 4	1	0		814.21	586.899	522.625									681.497	621.231		
Q8N4Q1	MIA40_HUMAN	CHCHD4	Mitochondrial intermembrane space import and assembly protein 40	2	2	2149.02	1931.3	2827.63	2960.05	2593.04	2429.71	2482.88	3167.96	3102.59	1869.39	2716.94	2390.27	1967.02	2398.91	1739.98	2660.06
Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	4	4	1794.84	1332.28	1561.31	1543.59	1664.06	1419.16	1548.21	1058.98	1589.36	1983.16	1691.06	1668.91	1620.12	1624.27	1835.06	1710.53
Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	3	3	1176.64	1129.56	1372.99	1510.67	1194.15	1431.94	1252.91	1020.87	1030.54	1307.11	1202.78	1193.98	1400.63	1118.56	1507.74	1066.21
Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	2	2	1461.06	1086.15	1247.97	620.318	662.118	1347.07	1238.51	1240.81	927.306	1451.56	1086.91	1230.66	966.797	862.598	1233.21	1125.11
Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	1	1	1158.71		1125.49				637.385	1058.33		710.596		1013.13	1003.67		746.55	
Q8N7H5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	1	1		825.506						765.621				616.447	391.141		634.718	375.326
Q8N983	RM43_HUMAN	MRPL43	Large ribosomal subunit protein mL43	1	1		1003.64			911.008		1326.2	1231.38	1126.28		957.607	868.309	455.799	954.77		
Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	1	1	1361.13	917.346	577.906	785.388		683.241	1137.4	873.22	696.5	838.626	762.629	589.326	1064.55	908.814	693.367	676.736
Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	4	4	1354.01	1110.67	1296.44	1117.26	1342.99	958.087	1333.35	890.953	960.684	1073.33	1018.93	962.853	1320.36	976.603	833.473	1205.28
Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	5	5	2709.7	2708.43	2154.76	2490.49	2470.36	3097.42	2570.03	2344.76	2407.76	2537.67	3146.84	2749.42	3006.85	3234.99	2221.02	2444.34
Q8NBT2	SPC24_HUMAN	SPC24	Kinetochore protein Spc24	4	4	2656.43	2463.21	2707.61	2674.82	2607.45	2815.97	2480.77	2756.41	2961.48	2556.33	3078.34	2431.79	2154.68	2573.7	2237.13	2917.75
Q8NC51	SERB1_HUMAN	SERBP1	SERPINE1 mRNA-binding protein 1	10	10	9978.9	9436.2	7970.68	9960.29	7918.5	7358.36	8486.73	9944.88	9600.28	9315.62	9508.54	8158.88	9388	8049.23	8063.14	8409.54
Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	2	2	1355.57	961.331	863.988	890.239	1005.28	790.602		1183.54	1071.78	1173.38	1121.05	785.408	1433.46	1000.68	645.369	
Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	16	16	3049.22	2729.19	3056	2646.01	3085.84	2934.52	2879.73	2654.03	2791.81	2618.31	2519.04	2618.82	2791.34	2666.4	2758.32	2548.74
Q8NEJ9	NGDN_HUMAN	NGDN	Neuroguidin	1	1	1542.85			1132.33					1322.17							
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	1	1	1576.16	1774.4	1873.09	1683.75	1634.02			1998.76	1820.59	1432.98	1838.96	1276.32	1289.09	1405.59	1451.96	1576.58
Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	1	1	572.41	545.774		769.517		890.826	1017.73		448.511				632.513	689.971		664.953
Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	2	2	1108.17	1035.58	1253.15	1567.12	1171.44		1237.99	2088.92	1599.16	2041.67	1161.4	2184.69	1759.39	1289.74	1542.01	2204.04
Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	1	1	2757.45	1752.89	1581.77	2433.56	2334.93	1627.53	2401.78	2816.27	4191.07	2039.92	2269.54	1807.13	2978.71	2367.32	2606.07	1635.55
Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	2	2	2963.3	1834.55		2764.29	2444.47		2068.88	2100.72	1868.49	1842.03	1966.45		1998.85	1883.47	1384.99	1741.31
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	7	7	2297.49	1853.98	2604.03	2051.34	2447.35	2449.23	2218.36	2586.88	2312.24	2149.82	2592.98	1905.33	2014.29	2213.71	2349.02	2259.43
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	1	1					533.28			772.05			537.718					
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	3	2	1389.48	1383.24	1108.43	1493.71	1235.55	2201.45	1751.75	2012.94	1450.77	2553.07	1699.78	1189.56	1215.65	1677.55	1340.13	1469.11
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	3	3	2704.86	2045.62	1909.44	1706.99	2732.9	1498.52	1543.05	1757.02	2019.32	1721.54		1919.82	2067.62	2068.85	1669.58	1809.09
Q8TCC3	RM30_HUMAN	MRPL30	Large ribosomal subunit protein uL30m	1	1							437.369						295.27			285.913
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	8	8	1746.81	1715.31	1571.38	1562.59	1289.52	2021.48	1663.77	1440.32	1540.12	1920.38	1767.96	1640.01	1379.67	1602.93	1702.98	1833.66
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	4	4	1941.21	1326.26	1224.03	1818.84	2157.77	1720.84	2146.29	2049.03	1457.89	1305.82	1449.6	1654.87	1769.92	1487.8	1499.92	1598.51
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	1	1										1024.8					729.507	1074.07
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	3	3	806.847	770.977	1132.45	1005.82	1036.99	1914	1326.13	1046.77	1069.38	968.588	683.687	1291.8	784.687	998.141	1150.36	1556.54
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	1	1	812.144	671.574	565.943	782.612	325.67	631.48	675.795	643.085	695.351		432.807	629.935	494.066	355.195	292.308	588.646
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	2	2	2880.02	2409.9	2818.61	2518.91	2291.82	2290.69	2495.34	2392.13	3381.29	2931.6	2461.19	3019.52	2664.49	2654.98	2794.66	2788.67
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	7	7	1889.34	1915.58	1917.41	1807.03	1867.37	1921.53	1989.52	1722.51	1322.67	1914.84	1852.98	1685.61	1863.32	2110.42	2468.94	1944.29
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	3	3	1660.86	3601.71	2820.75	3248.52		1476.57			2439.09		2439.91	2113.88	1426.83	2834.77	3217.91	1846.08
Q8WUD4	CCD12_HUMAN	CCDC12	Coiled-coil domain-containing protein 12	2	2	3151.1	2682.14	2697.41	1596.12	1436.34	1887.13	2541.52	1838.5	2662.17	4482.4	2101.28	2816.1	3095.33	2461.87	2610.86	1646.62
Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	2	2	2219.3	1676	2184.81	1245.23	1666.71	1635.11	1183.9	2049.6	1818.77	991.194	1690.66	1975.23	2566.36	2000.28		2050.51
Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	3	3	1244.64	1715.32		838.112			843.193	870.684		944.583	1053.18	1335.21	1061.43	858.223	1450.74	714.551
