Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-A2_1_12107.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-B2_1_12108.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-C2_1_12109.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-D2_1_12110.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-E2_1_12111.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-F2_1_12112.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-G2_1_12113.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleA_1ng_S1-H2_1_12114.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-A6_1_12115.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-B6_1_12116.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-C6_1_12117.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-D6_1_12118.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-E6_1_12119.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-F6_1_12120.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-G6_1_12121.d	D:\RawData\ULT0101_20250728_DIA_ThreeSpecies_Rerun\DIA_SampleB_1ng_S1-H6_1_12122.d
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	5	5		2273.73	2291.45	1514.26	2157.35	2646.63	2181.28	3822.68	2703.35	1764.51	3400.88	2099.66		2797.69		2693.09
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	16	16	22607.8	23878.2	24556.6	25139	25991.8	23971.1	23460.2	23887.6	27198.2	24206.6	24449	24641.6	23676.9	25183.7	26178.6	25453.1
Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog	3	3	33076.8	24226.4	28375.2	29877.3	28656.3	29145.9	31295	24509	27138.5	27846.5	28739.1	27001.1	27744.8	24233.4	24851.1	30779.2
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	4	4	5463.27	4049.78	5613.09	6197.01	4754.61	5022.37	4395.98	4477.83	4542.87	4173.55	4266.26	3275.21	4787.02	4331.83	4083.46	4949.92
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	8	8	12508	10057	11938	10466.8	10364	10984.8	10969.4	11937.3	12552.9	11499.3	11223.5	10563.8	9672.54	11386.7	9304.11	11305.5
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	2	2	3993.52	2588.11	3083.39	3730.51	3456	2359.45	3099.56	2574.61	3499.13	4146.01	2814.32	3477.19	4046	3968.36	2992.99	3920.44
Q5MIZ7	P4R3B_HUMAN	PPP4R3B	Serine/threonine-protein phosphatase 4 regulatory subunit 3B	4	4	8863.85	7320.89	8515.52	6771.79	8183.2	8209.98	6378.72	8246.07	8286.18	8910.89	7455.08	7769.01	7983.37	8707.99	8901.37	7284.5
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	18	18	26407	24110.1	24541.7	24787.7	25523.1	25462.8	24232.7	24759.2	25015.2	23469.6	23879.1	22613.6	24374.1	23190.1	24183.3	23843.3
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1	1					1685.97								1614.54	1170.61		2275.9
Q5RI15	COX20_HUMAN	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	2	2	13236.6	15703.8	17945.6	17815.5	19722.6	18818.4	18783.2	20732.6	18506.1	20560.7	19541.2	17665.8	18513.8	18448.6	17885.3	18172.3
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	8	8	37875.6	34284.8	32590.9	37621	35602.9	33373.4	35766.3	30874	32114.9	32042.2	32006.1	30030.9	35355.3	28633.8	32532.2	31080.6
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	7	7	8068	7928.84	6778.58	7160.77	8614.69	9123.63	8167.38	8070.42	8351.38	7255.27	7583.37	8263.13	7713.73	7564.5	8827.05	7797.67
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	9	9	15028.5	14005.4	14386.2	13075	13654.1	11818.7	13137.7	12372.5	15292.9	15470.3	15372.9	14559.8	14643.5	14961.7	15625.9	14559.5
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	18	14	7670.84	8567.84	7726.01	7725.79	7845.75	8933.09	8754.99	8779.54	8169.13	8502.6	7746.85	7842.93	7757.11	7406	7879.81	8787.43
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	1	1		1631.51		3209.14	3147.79	2651.64			2599.09	2931.62	2511.25	1836.25	2183.47	2356.08		3490.63
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	7	7	7749.71	7583.29	6596.48	7940.64	7842.96	6651.44	6629.11	8161.46	7080.91	8448.82	6726.08	7725.63	8673.95	8846.33	7373.77	7955.74
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	4	4	31580.8	22468.3	28638.5	23779.4	28209.4	28737.1	21707.1	29056.4	25764.3	31198.4	27038.9	29694.7	25120.9	30762.4	24759.1	29186.2
Q5T1C6	THEM4_HUMAN	THEM4	Acyl-coenzyme A thioesterase THEM4	3	3	3298.05	4156.11	4328.58		3381.17	2627.27	2207.53	3552.3		4803.45	4374.58	1933.07	3683.06	2868.18	3176.78	3010.41
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	4	4	3414.35	3478.32	3086.84	3056.57	4374.12	2981.75	4278.97	5701.88	3585.38	3494.56	2972.77	4065.87	4696.01	3760.72	3469.22	4949.18
Q5T200	ZC3HD_HUMAN	ZC3H13	Zinc finger CCCH domain-containing protein 13	9	9	11106.8	10851.7	10583.7	10686.9	10609.3	14553.2	10695.7	11139.5	10592.3	11451.2	12540.8	10850.3	11782.7	10646.7	10704.1	11142.3
Q5T280	CI114_HUMAN	SPOUT1	Putative methyltransferase C9orf114	3	3	6304.63	6964.8	7001.44	6317.19	7641.43	8471.16	6947.08	6336.33	6616.38		6510.72	6271.88	6653.27	6787.07	6213.43	7751.91
Q5T3I0	GPTC4_HUMAN	GPATCH4	G patch domain-containing protein 4	7	7	13222.3	15276.9	14393.5	12846.7	13781.6	14267.1	15217	14329.6	14755.6	13622	13884.5	13703.1	12598.6	13888.7	13762.1	14173.2
Q5T3J3	LRIF1_HUMAN	LRIF1	Ligand-dependent nuclear receptor-interacting factor 1	10	10	8430.52	9768.41	9482.27	10133.9	10418.7	10035	11011.4	10951.4	9698.63	9688.81	10496.7	10917.6	9752.45	10213.5	9042.45	10436.6
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	2	2	4764.94	6406.18	8119.9	7022.34	3805.57	4864.1	5631.22	6123.01	4784.55	3608.77	6519.51	6325.53	4684.37	6052.97	6371.16	6617.7
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	56	56	37657.9	33798.1	36914.6	33454.5	36313.8	35981.7	36381.7	36529.4	35956	38017.3	34218.9	35337	34474.4	36907.3	33720.7	35987.3
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5	6	6	11389.2	11250.1	11557	11751.5	10779	10366.3	10505	12585.2	12930.7	12072.3	12706.2	11079.7	9844.81	12826.6	12888.2	11631.6
Q5T653	RM02_HUMAN	MRPL2	Large ribosomal subunit protein uL2m	6	6	42956.9	51600.1	46407.9	36473.2	42848.1	46818.4	40662.2	34328.3	52190.2	48076.4	46314.6	43960	42194.9	32414.7	44804.6	40084.2
Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	7	7	16342.5	17023.2	19162.2	16113.2	18284.7	18194.1	16840.9	19783.7	14419.6	16846.5	15859	15474.3	17485.8	16461.3	18687.4	18322.8
Q5T6S3	PHF19_HUMAN	PHF19	PHD finger protein 19	2	2	4937.45	3154.95	3541.35	6095.52	3353.09	3329.83	4616.46	4879.17	4533.07	4747.31	4888.24	5505.53	4918.35	5273.88	3403.87	4806.83
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	3	3	6079.83	5567.76	4921.63	6940.14	5010.06	4676.49	5129.85	7079.23	4843.38	4611.89	5753.79	4809.85	6432.09	5185.07	5797.31	5964.61
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	17	17	20963.4	19665.4	20141.9	20082	21390.3	20905.4	21976.6	19774	20535.1	21641.2	21086.9	19210.7	21343.6	20430.5	21888.2	21406.5
Q5T8R8	DOAS1_HUMAN	DOCK8-AS1	Uncharacterized protein DOCK8-AS1	1	1	32446.5	30014.6		24874.5	28414.8	25840.8		27309.6	13756.7	15175.4	13021.9	13520.2	14720.5	13963		13034.5
Q5T9A4	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	3	3	70245	66167.3	70661.2	51881.6	77518.2	75963.9	72198.2	79588.3	67304.5	74186.3	61415.6	64864	70313	65388.1	64018	72766
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	2	2	2900.72		8778.05	3564.94		3909.37			6048.76	3312.67	6304.33	4363.86	5347.3	6292.25	4197.32	5021.87
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	3	3	4014.32	3575.87	4053.26	4318.47	4654.04	4108.14	3566.32	2511.8	4697.68	3345.02	3720.18	2305	3124.72	3717.7	2788.53	2558.78
Q5TAX3	TUT4_HUMAN	TUT4	Terminal uridylyltransferase 4	3	3	41714.9	44159.3	40076.9	37024.3	43431.2	29183.1	33305.7	41931.4	35636.7	33315.3	31719.5	37043.2	32874	36703.6	33898.7	27568.1
Q5TBB1	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	4	4	4622.9	5579.82	4438.34	4544.84	5058.08	5236.19	4997.48	5902.59	5362.75	5223.14	6062.72	4861.22	5347.8	6875.23	5958.02	6277.76
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	9	9	17123.1	18642	17864.1	17725.6	18889.7	17795.3	16779.1	17616.8	17573.4	17817.1	16776.9	17363.2	17627.4	18687.9	17837.4	17197.6
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	5	5	7677.65	5903.3	7787.48	8447.15	6032.71	5572.91	5721.9	6526.95	5503.71	6437.34	5953.18	7304.19	6105.49	6433.52	6387.95	7117.36
Q5TKA1	LIN9_HUMAN	LIN9	Protein lin-9 homolog	1	1	3160.68		2699.82		1862.78	3249.22	1941.73	2531.43			4575.25	2764.63	3052.66	2656.8	2276.49	2319.5
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	2	2	99850	107287	119917	112791	114529	112647	110203	126719	100767	100756	127670	127736	109530	110400	121350	112354
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	4	4	33383.1	28985.7	33021.9	31159.8	31050.8	33761	29484.2	29104	28352.8	30163.7	25158.8	28287.2	27801.7	26720.4	26894.1	28855.2
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	29	29	11027.2	11805.6	12151.7	11857.3	12044.9	11610.9	11724.3	11790.2	11357.1	11287.2	10906.8	10936.6	11235.4	10949.3	10970.2	11399.9
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	1	0	6695.74	8908.15	5315.16	6018.58	5036.29	5693.3	7357.09	8609.12	5480.73	6324.78	6893.48	5211.5	6917.04	4972.83	4649.41	4092.04
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	4	4	2342.91	3004.78	2484.14	2266.76	2596.16	2402.6	3210.97	2944.17	2273.03	3052.63	2543.88	2062.38	2401.68	2949.35	3078.79	2027.68
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	11	11	7081.76	7145.16	7018.57	7280.98	7917.2	7489.72	7407.18	7527.23	8279.72	8012.01	7776.14	8708.37	7560.22	7492.25	7204.57	8313.36
Q5VTD9	GFI1B_HUMAN	GFI1B	Zinc finger protein Gfi-1b	2	1	5393.42	5247.28	5222.28	5136.28	5058.55	4986.4	5432.1	4740.72	5213.77	5210.36	4566.53	4984.34	5327.53	5487.42	5057.61	7607.18
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	2	2	13009.2	11381.4	14352	12926	15675.5	14273.4	16716	17638.6	11870.8	12656.4	12538.5	14941.2	13559.8	11008.9	15524.3	16409.2
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	17	17	9495.29	9115.52	9271.48	9661.37	9742.29	8581.91	9825.21	9491.75	7927.17	9229.93	9284.87	9608.48	10575.4	9537.17	8975.63	8798
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	2	2	10538.8	10590.3	12313.1	13132.3		8762.97	11584.4	12958.6	17392.5		14769	11890.1	15155.6	22439.5	14665.4	14078.3
Q5VU97	CAHD1_HUMAN	CACHD1	VWFA and cache domain-containing protein 1	1	1					5668.75											
Q5VUA4	ZN318_HUMAN	ZNF318	Zinc finger protein 318	7	7	6855.58	7384.85	6341.69	6426.19	6300.79	5005.03	4957.24	7876.54	4920.8	5819.49	4542.36	5767.84	5027.75	4591.97	5730.75	6068.05
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	6	6	3993.92	5646.21	4230.96	4296.48	3004.28	4491.95	5176.51	4926.11	4095.62	4618.11	4529.03	4369.25	4153.28	5157.52	5510.16	4226.06
Q5VVQ6	OTU1_HUMAN	YOD1	Ubiquitin thioesterase OTU1	7	7	17446.9	16136.6	17535.8	16992.6	16992.8	17115.9	14942.4	16681.1	16947.9	16046.1	14162.5	14595.6	15039.7	15891	14863.2	16651.4
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	2	2	42263.5	32993.3	47646.3	46350.3	37781	27278.1	36269.5	43998.6	34379.5	32393	38107.2	30764.6	37516.2	37940.2	33934.1	41015.3
Q5VWQ0	RSBN1_HUMAN	RSBN1	Lysine-specific demethylase 9	3	3	5179.09	7806.77	5433.4	6140.23	8761.42	4006.04	6081.98	4425.35		6183.9	5554.43	5528.45		6187.38	4721.26	5266.42
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	5	5	16941.7	19644.1	14689.1	19797.5	16856.4	18575	15731.8	16402.2	14824.9	16277.5	18476.1	17237.3	17717.4	17144	17818.4	17256.5
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	33	33	13056	13171.7	13053.9	12269.7	13583.4	13383.1	12690.9	14167.2	13526.7	12708.9	13393.4	12695.2	12324.3	12070.1	12397.1	11993.8
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	2	2	1539.25	1147.32	2300.04	2108.21	2482.56	2227.86	2498.88	2172.01	1697.39	1192.38	3218.53	1647.53	1934.81	970.442	1662.38	2108.53
Q5VZL5	ZMYM4_HUMAN	ZMYM4	Zinc finger MYM-type protein 4	13	13	15194.6	16277.7	17532.6	15790.1	16383.6	14676.2	17417.2	16935.7	16118.3	17171.2	17618.9	15157.7	14353.3	17072.1	16055.9	18065.3
Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	1	1	43713.6	39677.5	31939.3	34813.6	34902.6	38608.6	35685.2	40603.1	38819.9	40253.5	37024.7	38731	42844.3	36163	40448.6	37609.1
Q658P3	STEA3_HUMAN	STEAP3	Metalloreductase STEAP3	1	1	13381.2	13128	11040.1	9062.59	9899.29	8590.11	11080.7	5342.15	10088.4	11287.6	8978.65	8376.48	9065.42	10044	10071.9	10001.5
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	2	2		4058.15	1690.38			2959.56		3032.06	3596.22	2865.71	3460.33	4517.21		4322.37	7553.98	3658.34
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	3	3	4013.89	4418.3	4921.32	5022.04	5212.77	4863.09	4453.92	3667.02	4127.37	4761.79	3913.36	4501.07	3997.53	3897.05	4409.03	3983.2
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	2	2	11332.2	10537.9	12954.7	11202.6	11721.4	10829.5	10375.1	12371.7	10911.5	10946.8	8836.49	10568.7	9989.86	12454.2	11842.4	10545.3
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	2	2	6226.1	4855.61	3748.11		4879.41	3155.47		4337.05	4545.08	5262.17	3571.95	3470.61	7126.83	5025.69	3686.79	6232.97
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	6	6	7394.22	5744.69	6405.81	6325.64	8349.59	5640.88	6541.47	6732.33	5709.2	6154.84	6817.17	6531.44	6422.06	6697.92	6918.14	6852.65
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	7	7	10715.2	10299.3	11686.6	10923.1	11674.8	12438.9	11629	9508.39	11617.4	10096.4	10416.7	8997.12	9753.58	10935.4	11851.4	11820
Q68CZ6	HAUS3_HUMAN	HAUS3	HAUS augmin-like complex subunit 3	7	7	5243.75	4410.62	5167.38	5503.55	4954.35	4524.65	4701.08	4557.75	5648.94	4495.84	5132.05	5095.91	5443.83	5714.24	4775.05	5165.87
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	4	4	6421.28	6992.5	8313	8632.03	7939.68	7199.88	4884.16	8167.08	5776.45	7021.18	5408.16	7306.04	6688.79	8089.06	10296.5	6620.2
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	4	4	5823.25	4579.88	3795.38	4675.01	4499.39	3790.57	3870.97	5002.51	4730.98	4629.4	3675.54	5104.73	4034	4204.09	4589.9	3823.04
Q69YH5	CDCA2_HUMAN	CDCA2	Cell division cycle-associated protein 2	8	8	6033.41	6414.52	6745.69	6184.91	6136.95	6528.16	6673.89	6944.89	5242.72	5510.67	4937.88	5380.99	5218.87	5505.54	5913.51	6138.47
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	8	8	11534.7	13561.2	11469.3	14732.1	10325.7	12584.2	12756.1	12393.7	12203	12469.9	12531.4	10969.7	11887.9	12167.3	12931.9	12888.8
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	8	8	18289.7	14770.7	16495.6	16336.1	17430.6	15075.9	14643.6	15369.1	14264.3	16051.8	16372.7	14116.9	13079.8	12420.1	16967.6	16386.2
Q69YU5	UQCC6_HUMAN	UQCC6	Ubiquinol-cytochrome c reductase complex assembly factor 6	1	1	6556.63	6586.88	6875.15	4912.36	10414.4	6590.49	8259.87	8499.52	10020.6	11442.4	8360.53	6365.88	15380.9	13123.7	8014.85	15972
Q6BCY4	NB5R2_HUMAN	CYB5R2	NADH-cytochrome b5 reductase 2	3	3		3127.34	2213.65	3249.61		3756.26	2898.55	3288.52	2078.35	2144.9	3148.82	2272.22	2760.92	2560.02	2603.79	2164.68
Q6BDS2	BLT3A_HUMAN	BLTP3A	Bridge-like lipid transfer protein family member 3A	5	5	5686.78	4620.41	4422.11	4660.16	4395.72	5279.99	5564.6	4809.15	5108.3	5830.28	4678.3	3993.54	5756.82	5234.64	4590.15	6122.52
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787	4	4	6925.01	3842.32	6574.87	9062.37	5542.23	7003.02	5962.24	6965.44	7525.43	7833.89	8120.17	6964.34	6739.74	6682.89	5753.97	7703.78
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	6	6	20224.6	19015.8	16218.2	17669.3	16178.9	18812.8	19452.8	17521.5	15830.6	17456.1	16905.3	18757.7	16449.1	18314.5	14772.7	14960.6
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	8	8	9717.75	13101.7	12345.2	12581.8	11443.7	11055.5	11420.2	11092.8	12628.1	11213.9	11904.9	12574.9	11343.5	10770.3	10133.5	11843.2
Q6DKK2	TTC19_HUMAN	TTC19	Tetratricopeptide repeat protein 19, mitochondrial	3	3		21682.2	22035.7	17656.9	16745.5	17428.7	17677	14740	15210.6	16404.3	16703.5	16008.7	18515.6	16225.9	17056.8	18496
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	1	0	3484.69				3380.36				2552.37	3760.36				3237.43		
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	12	12	52518.4	51767.9	53328.6	49469	53101.3	54770.1	49906.5	51714.8	51729.5	48894.4	46707.6	48708.2	50129.5	50162.3	50444.7	51427.2
Q6FIF0	ZFAN6_HUMAN	ZFAND6	AN1-type zinc finger protein 6	1	1	34762.9	26320	23829.2	32783	25306.1	26800.3	34058.1	23269.4	27501.6	22762.7	25506.5	22839.2	15863.5	22861.4	23280.4	31918.4
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	5	5	34417.4	32238.8	29041.8	31905	29404.6	32025.2	30914	26176.5	29875	28053.3	32349.7	23740.5	26545	29031.6	26969.1	29303.3
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7	7	7	20025.5	17403.7	17320	17557.3	19046	15509	18592.2	18748.2	17684.1	17187.3	17579.5	15716.3	17743.4	17414.1	16433.6	16624.5
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	8	8	7476.11	7018.85	8148.79	6251.18	7139.49	6963.49	7725.97	6552.72	7247.54	6093.81	7415.32	8192.62	7884.09	6869.06	9242.27	8085.15
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	6	6	13323.8	15525.2	13541	11756.1	14376.8	13444.2	13161.6	14013.4	14801.6	16303.8	13855.3	14635.7	11728.7	14515.5	13478.9	13629.2
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	10	9	15433.8	14026.2	15011.4	15392.1	15676.7	14821	16639.2	15719.3	13449.6	15410.1	15681.5	14126.6	14975.1	15267.2	15964.6	15204.7
Q6IBW4	CNDH2_HUMAN	NCAPH2	Condensin-2 complex subunit H2	2	2	6014.34	5079.38	4010.06	4583.59	5333.34		4377.42		5451.03	6524.18				5181.86	5192.14	3988.36
Q6ICB0	DESI1_HUMAN	DESI1	Desumoylating isopeptidase 1	1	1	5821.16	6405.74	5658.08	6136.18	5523.84	6164.76	6392.38		5202.98	6145.69	5720.4	5976.59	7985.9	7166.02	5328.84	7631.85
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	1	1	2885.31		2736.57		3419.08	2724.47	2659.08	3527.92		3331.71		3814.11				1574.5
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	8	3	11002.1	10840.1	10053.5	10878.4	9481.76	11505.9	11069.1	9330.22	10612.2	10751.3	10410	10854.3	9862.27	9150.64	9346.73	9532.42
Q6IQ49	SDE2_HUMAN	SDE2	Splicing regulator SDE2	5	5	6031.89	4762.86	5316.25	4783.4	5060.91	6133.13	5018.86	5165.6	5278.21	5318.09	5299.63	5877.18	5468.13	5067.42	6448.11	6005.41
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	5	5	11793.9	11426.6	10625.1	13372	12248	11352.8	12808.8	10187.5	11661	10610.8	12344.7	11351.7	11444.6	11508.3	9566.47	10312.7
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	9	9	29336.7	29747	24549.3	28288.4	31749.2	31697	28640.2	30088.8	27425.9	29925.4	26878.8	26257.5	29562.8	28141.2	29811.4	28091.2
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	5	5	11738.8	9589.53	12584.6	7443.38	11078.4	10128.6	9520.69	10403.4	10594.8	6959.46	8381.53	9159.8	10304.5	9291.67	8559.04	10606.4
Q6NS38	ALKB2_HUMAN	ALKBH2	DNA oxidative demethylase ALKBH2	1	1	7937.1	9100.54	9200.52	10792.9				6693.26	11563.1	8571.11	6136.52	7039.64		8880.04		7907.14
Q6NT76	HMBX1_HUMAN	HMBOX1	Homeobox-containing protein 1	2	1	2858.91	3080.61	3598.24		3177.1	2574.49	2414.58	1991.7	2258.58		2390.9		2139.53		2308.39	
Q6NUK1	SCMC1_HUMAN	SLC25A24	Mitochondrial adenyl nucleotide antiporter SLC25A24	13	13	23556.5	21473.8	20838.3	19995.4	21025.5	22060	22225.4	21350.5	24471.6	25226.9	24934.6	23955	25067.3	24914	21299.5	21421.7
Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1	2	2			1603.96	1395.31	1324.42		1904.18	2692.2								
Q6NVY1	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	10	10	7966.3	10105.1	7964.42	8197.13	8190.68	7248.94	9067.98	8262.37	9875.83	8789.01	9099.21	8411.64	8549.2	8797.58	9297.05	8521.01
Q6NW29	RWDD4_HUMAN	RWDD4	RWD domain-containing protein 4	3	3	12603.9	10109	7829.41	11080.8	8977.48	10157.7	11906.7	10362.5	10387.5	11455.2	8431.07	9362.04	11810.9	11279.8	10823.6	9840.4
Q6NXE6	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	7	7	12741.6	11631.6	10215.8	9495.96	12098.3	12764	11980.9	11708.5	12502.7	13191.5	13914.6	11870.1	12860.9	12180.3	11850.4	11368.6
Q6NXR4	TTI2_HUMAN	TTI2	TELO2-interacting protein 2	3	3	4335.32	5259.56	5864.58	4883.9	6347.48	5048.76	4158.55	5086.6	6173.16	4457.18	5373.11	4923.97	4692.96	4994.64	6385.36	5013.76
Q6NYC1	JMJD6_HUMAN	JMJD6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	2	2	7334.69	5148.31	7365.22	7467.39	5478.18	7334.18	6279.17	5029.94	7007.7	5503.31	5817.43	5652.54	6534.97	5388.46	3530.88	6308.6
Q6NYC8	PPR18_HUMAN	PPP1R18	Phostensin	5	5	6975.82	8051.59	8758.3	8758.12	7695.35	6456.98	7747.55	9341.3	9159.44	5112.23	7474.86	8970.79	7972.96	6981.51	8487.42	7017.13
Q6NZ67	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	1	1	11801.7		7880.54	11304.7	11279.9	10847	11386.3	11260.5	13361.4		8834.22	9612.97	11856.6			12564.7
Q6NZI2	CAVN1_HUMAN	CAVIN1	Caveolae-associated protein 1	8	8	33870	33378.7	30195.4	35132.8	36374.8	34561.2	36986.7	32624.6	32999.2	29436.6	32646.6	29028	31837.8	31465.7	32830.2	34351.2
